Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognormal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
38,33,30.98671369,29.70391068,29.1892221,29.41478417,29.67683488,,20.01344827,20.00686556,29.96992929,50.81368632,57.50142315
39,34,29.28565323,28.16436252,27.69268171,27.90210214,28.06805689,,19.13182441,19.12553167,27.94150843,48.49244435,52.24167107
40,25,27.71411458,26.73881479,26.30679336,26.5012353,26.58131536,,18.30991099,18.30388859,26.08407228,46.31349502,47.46303737
41,25,26.25960528,25.41639802,25.020986,25.20151761,25.20481806,,17.54231868,17.53654875,24.38033863,44.26539503,43.12151335
42,25,24.91108056,24.18750071,23.82591622,23.99351919,23.92814697,,16.82426025,16.81872651,22.81506076,42.33785558,39.17711585
43,27,23.65874858,23.04359924,22.71330153,22.86887887,22.7420719,,16.151471,16.14615854,21.37475421,40.52160247,35.59351903
44,21,22.49390544,21.97711384,21.67577941,21.82016245,21.63839289,,15.52014121,15.51503641,20.04746454,38.80825574,32.33771986
45,29,21.40879475,20.98128639,20.70678771,20.84074247,20.60980622,,14.92685866,14.921949,18.82256949,37.19022603,29.37973412
46,27,20.39648775,20.05007615,19.80046278,19.9246957,19.64979029,,14.3685595,14.36383347,17.69060967,35.66062485,26.69232033
47,20,19.45078067,19.17807065,18.95155234,19.06671551,18.75250799,,13.84248604,13.83793304,16.64314353,34.21318679,24.2507288
48,17,18.56610648,18.36040912,18.15534075,18.26203663,17.91272295,,13.34615049,13.34176075,15.67262243,32.84220164,22.03247376
49,19,17.73745887,17.59271663,17.40758475,17.50637042,17.1257274,,12.8773036,12.87306807,14.77228302,31.54245529,20.01712626
50,20,16.96032653,16.87104717,16.70445795,16.79584898,16.38727988,,12.43390753,12.42981784,13.93605412,30.30917782,18.18612598
51,13,16.23063613,16.19183435,16.04250274,16.12697671,15.69355137,,12.01411221,12.0101606,13.15847595,29.13799799,16.52261039
52,19,15.54470285,15.55184856,15.41858861,15.49658825,15.04107843,,11.61623484,11.61241409,12.43462994,28.02490319,15.01125937
53,28,14.89918717,14.94815967,14.82987575,14.90181189,14.42672243,,11.23874185,11.23504527,11.76007763,26.96620397,13.63815418
54,13,14.29105719,14.37810442,14.27378342,14.34003752,13.84763399,,10.88023323,10.87665457,11.13080719,25.9585028,12.39064923
55,22,13.71755558,13.83925791,13.74796211,13.80888872,13.30122178,,10.53942866,10.53596209,10.54318674,24.99866624,11.25725566
56,15,13.17617061,13.32940854,13.2502692,13.30619807,12.78512523,,10.21515533,10.21179542,9.993923282,24.08380029,10.22753551
57,16,12.66461061,12.84653597,12.77874757,12.82998565,12.29719049,,9.906337225,9.903078887,9.480026717,23.21122835,9.292005602
58,19,12.18078149,12.38879169,12.33160668,12.3784399,11.83544927,,9.611985595,9.608824073,8.998778057,22.3784716,8.442050189
59,15,11.72276685,11.95448184,11.90720589,11.94990081,11.39810011,,9.331190531,9.328121367,8.547701429,21.58323143,7.66984163
60,13,11.28881041,11.542052,11.50403971,11.542845,10.98349186,,9.063113478,9.060132488,8.124539298,20.8233737,6.96826829
61,16,10.87730036,11.15007373,11.12072467,11.15587248,10.59010898,,8.806980568,8.804083825,7.727230533,20.09691455,6.330869045
62,7,10.4867555,10.77723249,10.7559877,10.78769492,10.21655852,,8.562076675,8.559260483,7.353890934,19.40200777,5.751773784
63,9,10.11581287,10.42231703,10.40865574,10.43712512,9.861558478,,8.327740093,8.325000978,7.002795929,18.73693324,5.225649342
64,7,9.76321671,10.08420981,10.07764649,10.1030677,9.523927486,,8.103357786,8.100692474,6.672365168,18.10008663,4.747650389
65,12,9.427808646,9.76187844,9.761960124,9.784510702,9.202575528,,7.888361114,7.885766517,6.361148781,17.48997006,4.313374807
66,12,9.108518823,9.454368102,9.460671894,9.480518149,8.896495678,,7.682221997,7.679695202,6.067815106,16.90518356,3.918823144
67,6,8.804358018,9.160794644,9.172925488,9.190223285,8.604756668,,7.484449465,7.48198772,5.791139716,16.34441747,3.560361786
68,8,8.514410526,8.880338438,8.897927046,8.912822557,8.32649623,,7.294586544,7.292187248,5.529995575,15.80644537,3.234689493
69,14,8.237827777,8.612238833,8.634939797,8.647570186,8.060915101,,7.112207447,7.109868139,5.283344223,15.29011779,2.938806993
70,6,7.973822571,8.355789154,8.383279213,8.39377326,7.807271624,,6.936915033,6.93463338,5.050227841,14.79435642,2.669989365
71,7,7.721663893,8.110332191,8.142308639,8.150787323,7.564876879,,6.768338503,6.766112298,4.829762125,14.3181488,2.425760938
72,12,7.480672216,7.875256119,7.911435343,7.918012375,7.333090285,,6.606131316,6.603958464,4.621129859,13.86054352,2.203872496
73,11,7.250215258,7.649990805,7.690106937,7.694889254,7.111315619,,6.449969292,6.447847804,4.423575116,13.42064581,2.002280565
74,8,7.029704138,7.434004457,7.47780814,7.480896358,6.898997415,,6.299548887,6.297476874,4.236398032,12.99761352,1.819128587
75,14,6.818589886,7.226800586,7.274057828,7.275546669,6.695617692,,6.154585623,6.15256129,4.058950063,12.59065339,1.652729829
76,7,6.616360279,7.027915244,7.078406369,7.078385041,6.500692984,,6.014812658,6.012834299,3.890629708,12.19901766,1.501551846
77,8,6.422536959,6.836914505,6.89043318,6.888985744,6.313771643,,5.879979478,5.878045467,3.730878622,11.82200096,1.364202368
78,9,6.236672809,6.653392177,6.709744515,6.70695022,6.134431381,,5.749850702,5.747959492,3.579178089,11.45893745,1.239416478
79,6,6.058349567,6.476967712,6.535971441,6.531905027,5.962277025,,5.624204989,5.622355106,3.435045825,11.10919814,1.126044964
80,14,5.887175638,6.30728429,6.368767989,6.36349998,5.796938476,,5.502834037,5.501024075,3.29803306,10.77218849,1.023043734
81,4,5.722784108,6.14400708,6.207809466,6.201406435,5.638068838,,5.385541663,5.38377028,3.167721894,10.44734612,0.929464199
82,5,5.56483092,5.986821639,6.052790908,6.045315722,5.485342712,,5.27214296,5.270408875,3.043722876,10.13413878,0.844444542
83,2,5.412993199,5.835432445,5.903425662,5.894937715,5.338454627,,5.16246352,5.160765511,2.925672799,9.832062384,0.767201777
84,9,5.266967733,5.689561553,5.759444089,5.749999514,5.19711761,,5.056338724,5.054675621,2.813232694,9.540639266,0.697024537
85,7,5.126469561,5.548947365,5.620592365,5.610244236,5.061061869,,4.95361308,4.951983764,2.706085982,9.25941651,0.633266528
86,1,4.991230688,5.413343489,5.486631389,5.475429904,4.930033582,,4.85413962,4.852543023,2.603936796,8.98796443,0.575340572
87,4,4.860998902,5.2825177,5.357335769,5.345328423,4.803793786,,4.757779339,4.756214437,2.506508439,8.725875157,0.5227132
88,4,4.735536681,5.156250978,5.232492895,5.219724642,4.682117357,,4.664400682,4.662866493,2.413541969,8.472761314,0.474899742
89,3,4.614620193,5.034336615,5.111902079,5.098415484,4.564792068,,4.573879059,4.572374643,2.324794906,8.228254797,0.431459863
90,6,4.498038364,4.916579407,4.995373766,4.981209141,4.451617717,,4.486096408,4.484620866,2.240040037,7.992005635,0.391993502
91,10,4.385592032,4.802794889,4.882728801,4.867924342,4.342405327,,4.400940788,4.399493254,2.159064329,7.763680931,0.356137196
92,8,4.277093156,4.692808644,4.773797758,4.758389662,4.236976409,,4.31830599,4.316885636,2.081667916,7.54296387,0.323560726
93,7,4.172364083,4.58645565,4.668420307,4.652442891,4.135162272,,4.238091194,4.236697224,2.00766318,7.3295528,0.293964081
94,11,4.071236882,4.483579688,4.566444643,4.549930449,4.036803396,,4.160200636,4.158832286,1.936873892,7.123160373,0.267074691
95,4,3.973552712,4.384032782,4.467726948,4.450706844,3.941748841,,4.084543308,4.083199843,1.869134428,6.923512741,0.242644919
96,7,3.87916125,4.287674688,4.37213089,4.354634163,3.849855707,,4.011032671,4.009713384,1.804289044,6.730348802,0.220449779
97,7,3.787920153,4.194372415,4.279527163,4.261581611,3.76098863,,3.939586394,3.938290607,1.742191206,6.543419503,0.200284867
98,5,3.699694558,4.103999784,4.189793063,4.171425072,3.675019312,,3.870126109,3.868853169,1.68270297,6.36248718,0.181964472
99,3,3.614356627,4.016437012,4.10281208,4.084046706,3.591826088,,3.802577182,3.801326459,1.625694408,6.187324943,0.165319875
100,3,3.531785108,3.93157033,4.018473534,3.999334575,3.511293525,,3.736868498,3.735639388,1.571043083,6.017716099,0.150197788
101,3,3.451864947,3.849291628,3.936672229,3.917182292,3.433312044,,3.672932265,3.671724184,1.518633553,5.853453611,0.136458943
102,6,3.374486906,3.769498119,3.857308129,3.837488695,3.357777568,,3.610703824,3.609516211,1.468356921,5.694339592,0.123976813
103,7,3.299547225,3.692092031,3.780286058,3.760157541,3.284591204,,3.550121481,3.548953794,1.42011041,5.540184828,0.112636445
104,6,3.226947295,3.616980319,3.705515421,3.685097229,3.213658931,,3.491126336,3.489978054,1.373796975,5.390808328,0.1023334
105,2,3.156593361,3.544074389,3.632909944,3.612220527,3.144891323,,3.433662139,3.432532758,1.329324936,5.246036906,0.092972791
106,1,3.088396237,3.473289854,3.562387428,3.541444332,3.078203283,,3.377675143,3.376564176,1.286607647,5.105704783,0.084468413
107,3,3.02227105,3.404546291,3.493869521,3.472689433,3.013513794,,3.323113968,3.322020948,1.245563174,4.969653219,0.076741945
108,4,2.958136987,3.337767025,3.427281505,3.4058803,2.950745694,,3.269929483,3.268853956,1.206114012,4.837730154,0.06972223
109,6,2.895917076,3.27287892,3.362552096,3.340944877,2.889825453,,3.218074681,3.21701621,1.168186806,4.709789887,0.06334462
110,2,2.835537964,3.209812187,3.299613257,3.277814396,2.830682977,,3.167504572,3.166462733,1.131712103,4.585692755,0.057550381
111,3,2.776929722,3.1485002,3.238400023,3.216423197,2.773251418,,3.118176078,3.117150464,1.096624116,4.465304849,0.052286151
112,7,2.720025653,3.088879332,3.178850336,3.156708563,2.717466995,,3.070047937,3.069038153,1.062860501,4.348497727,0.047503448
113,2,2.66476212,3.03088879,3.12090489,3.098610562,2.66326883,,3.023080609,3.022086274,1.030362156,4.235148161,0.043158228
114,4,2.611078379,2.974470467,3.064506988,3.042071904,2.61059879,,2.977236192,2.976256936,0.999073026,4.125137883,0.039210472
115,2,2.558916423,2.919568803,3.009602405,2.987037798,2.559401347,,2.932478339,2.931513805,0.96893993,4.018353355,0.035623824
116,7,2.508220841,2.866130652,2.95613926,2.933455826,2.509623431,,2.888772181,2.887822022,0.939912387,3.914685546,0.032365253
117,1,2.458938679,2.814105156,2.904067896,2.881275822,2.461214311,,2.846084256,2.845148138,0.911942465,3.814029726,0.029404749
118,3,2.41101931,2.763443632,2.853340765,2.830449753,2.41412547,,2.804382441,2.803460039,0.884984634,3.716285264,0.026715047
119,3,2.364414319,2.714099458,2.803912328,2.780931617,2.368310488,,2.763635885,2.762726885,0.858995627,3.621355444,0.024271376
120,2,2.319077382,2.666027974,2.755738945,2.732677338,2.32372494,,2.723814953,2.722919051,0.833934317,3.529147287,0.022051233
121,3,2.274964168,2.619186379,2.708778788,2.685644668,2.280326293,,2.684891164,2.684008064,0.80976159,3.439571382,0.020034169
122,4,2.232032231,2.573533646,2.662991751,2.639793105,2.238073811,,2.64683714,2.645966557,0.78644024,3.352541727,0.01820161
123,3,2.19024092,2.529030427,2.618339362,2.595083797,2.196928465,,2.609626554,2.60876821,0.76393486,3.267975577,0.016536678
124,3,2.149551289,2.485638978,2.574784708,2.551479472,2.15685285,,2.57323408,2.572387706,0.742211744,3.185793305,0.01502404
125,0,2.10992601,2.44332308,2.532292357,2.508944354,2.117811104,,2.537635349,2.536800684,0.721238791,3.105918257,0.013649766
126,3,2.071329299,2.402047964,2.490828291,2.467444099,2.079768833,,2.502806904,2.501983695,0.700985426,3.028276633,0.012401199
127,2,2.033726836,2.361780244,2.450359836,2.42694572,2.042693043,,2.468726163,2.467914163,0.681422509,2.952797358,0.01126684
128,3,1.997085698,2.322487852,2.410855599,2.387417529,2.006552069,,2.435371372,2.434570343,0.662522265,2.879411964,0.010236244
129,1,1.96137429,2.284139974,2.37228541,2.348829071,1.971315513,,2.402721578,2.401931288,0.644258206,2.808054486,0.009299917
130,3,1.926562283,2.246706998,2.334620266,2.311151074,1.936954185,,2.370756585,2.369976808,0.62660507,2.738661348,0.008449238
131,4,1.892620553,2.210160448,2.297832274,2.274355388,1.903440048,,2.339456927,2.338687446,0.60953875,2.67117127,0.007676372
132,1,1.859521126,2.174472945,2.261894605,2.238414936,1.870746159,,2.308803834,2.308044435,0.593036238,2.605525167,0.006974201
133,2,1.827237125,2.139618145,2.22678144,2.203303669,1.838846625,,2.278779202,2.278029678,0.577075567,2.541666063,0.006336259
134,3,1.795742718,2.105570702,2.192467933,2.168996513,1.807716549,,2.249365565,2.248625716,0.561635757,2.479538998,0.005756671
135,0,1.76501307,2.072306218,2.158930159,2.135469332,1.777331991,,2.220546067,2.219815697,0.546696767,2.419090951,0.005230099
136,6,1.735024299,2.039801202,2.12614508,2.102698883,1.747669919,,2.192304438,2.191583358,0.532239445,2.360270761,0.004751693
137,1,1.705753432,2.00803303,2.0940905,2.070662778,1.71870817,,2.16462497,2.163912993,0.518245483,2.303029048,0.004317047
138,0,1.677178366,1.976979909,2.062745034,2.039339445,1.690425414,,2.13749249,2.136789437,0.504697377,2.247318144,0.00392216
139,2,1.649277825,1.946620838,2.032088071,2.008708095,1.662801113,,2.110892341,2.110198038,0.491578385,2.193092026,0.003563393
140,0,1.622031329,1.916935576,2.002099739,1.978748686,1.63581549,,2.084810362,2.084124638,0.47887249,2.140306249,0.003237444
141,3,1.595419155,1.887904608,1.972760873,1.949441895,1.609449493,,2.059232865,2.058555553,0.466564367,2.088917884,0.002941309
142,3,1.569422306,1.859509115,1.944052991,1.920769081,1.583684765,,2.034146617,2.033477557,0.454639342,2.03888546,0.002672263
143,2,1.544022478,1.831730944,1.915958258,1.892712262,1.558503614,,2.009538822,2.008877856,0.44308337,1.990168904,0.002427826
144,1,1.519202032,1.80455258,1.888459461,1.865254087,1.533888984,,1.985397105,1.984744079,0.431882997,1.942729492,0.002205749
145,2,1.494943964,1.777957122,1.861539987,1.838377805,1.509824428,,1.961709492,1.961064257,0.421025334,1.896529793,0.002003985
146,1,1.471231879,1.751928252,1.835183795,1.812067246,1.486294085,,1.938464397,1.937826808,0.410498034,1.851533621,0.001820677
147,4,1.448049965,1.726450216,1.80937539,1.786306794,1.46328265,,1.915650607,1.915020522,0.400289259,1.807705987,0.001654137
148,1,1.425382969,1.701507801,1.784099808,1.761081365,1.440775355,,1.893257267,1.892634547,0.390387663,1.765013055,0.00150283
149,2,1.403216173,1.677086308,1.759342587,1.736376384,1.418757948,,1.871273864,1.870658375,0.380782363,1.723422098,0.001365364
150,0,1.381535373,1.653171537,1.735089751,1.712177769,1.397216667,,1.849690218,1.849081828,0.371462922,1.682901456,0.001240472
151,0,1.360326854,1.629749763,1.711327792,1.688471907,1.376138224,,1.828496467,1.827895048,0.362419328,1.643420497,0.001127004
152,1,1.339577378,1.606807721,1.688043646,1.665245636,1.355509784,,1.807683055,1.807088481,0.35364197,1.604949578,0.001023915
153,3,1.319274157,1.584332584,1.66522468,1.64248623,1.335318948,,1.78724072,1.786652871,0.345121626,1.567460011,0.000930256
154,1,1.299404837,1.562311947,1.642858676,1.620181378,1.315553733,,1.767160487,1.766579242,0.336849439,1.530924025,0.000845164
155,3,1.279957483,1.540733811,1.62093381,1.598319171,1.29620256,,1.747433651,1.746858895,0.328816907,1.495314734,0.000767855
156,0,1.260920561,1.519586569,1.59943864,1.576888085,1.277254233,,1.728051773,1.727483392,0.321015861,1.460606107,0.000697618
157,4,1.242282919,1.498858986,1.578362093,1.555876967,1.258697927,,1.709006668,1.708444551,0.313438453,1.426772932,0.000633806
158,3,1.224033777,1.478540191,1.557693447,1.535275018,1.240523172,,1.690290394,1.689734432,0.306077144,1.393790793,0.00057583
159,1,1.206162711,1.458619656,1.53742232,1.515071785,1.222719841,,1.671895245,1.671345334,0.298924684,1.361636036,0.000523158
160,2,1.188659635,1.439087191,1.517538656,1.495257143,1.205278136,,1.653813744,1.653269781,0.291974106,1.330285746,0.000475304
161,1,1.171514796,1.419932924,1.498032716,1.475821285,1.188188574,,1.636038633,1.635500516,0.285218709,1.299717718,0.000431827
162,1,1.154718752,1.401147293,1.478895061,1.456754709,1.171441978,,1.618562864,1.618030496,0.278652049,1.269910435,0.000392327
163,2,1.138262368,1.382721036,1.460116546,1.438048209,1.15502946,,1.601379596,1.600852879,0.272267928,1.240843041,0.00035644
164,2,1.122136799,1.364645175,1.441688304,1.419692862,1.138942417,,1.584482183,1.583961024,0.266060379,1.21249532,0.000323836
165,4,1.106333482,1.34691101,1.423601743,1.401680016,1.123172517,,1.567864169,1.567348476,0.260023663,1.184847674,0.000294214
166,0,1.090844126,1.329510105,1.405848527,1.384001285,1.107711686,,1.551519284,1.551008966,0.254152255,1.157881098,0.000267302
167,0,1.075660698,1.312434284,1.388420575,1.366648536,1.092552105,,1.535441432,1.534936403,0.248440834,1.131577167,0.000242852
168,2,1.060775416,1.295675613,1.371310046,1.349613879,1.077686195,,1.519624691,1.519124865,0.242884278,1.105918007,0.000220638
169,3,1.046180742,1.279226403,1.354509336,1.332889661,1.06310661,,1.504063305,1.503568597,0.237477654,1.080886285,0.000200455
170,1,1.031869369,1.263079189,1.338011063,1.316468458,1.048806229,,1.488751676,1.488262004,0.232216207,1.056465184,0.000182119
171,2,1.017834214,1.247226731,1.321808063,1.300343063,1.034778149,,1.47368436,1.473199644,0.227095358,1.03263839,0.000165461
172,0,1.004068411,1.231662001,1.305893385,1.284506481,1.021015675,,1.458856067,1.458376228,0.222110695,1.009390073,0.000150326
173,4,0.990565303,1.21637818,1.290260277,1.268951923,1.007512313,,1.444261645,1.443786607,0.217257962,0.986704872,0.000136575
174,1,0.977318432,1.201368645,1.274902184,1.253672796,0.994261763,,1.429896088,1.429425774,0.21253306,0.964567877,0.000124082
175,2,0.964321536,1.186626969,1.25981274,1.238662697,0.981257914,,1.415754521,1.415288859,0.207932034,0.942964618,0.000112732
176,0,0.951568538,1.172146906,1.244985761,1.223915409,0.968494834,,1.401832202,1.401371119,0.20345107,0.921881048,0.000102421
177,0,0.939053543,1.157922394,1.230415239,1.209424889,0.955966766,,1.388124514,1.38766794,0.19908649,0.901303527,0.000093052
178,1,0.926770828,1.143947541,1.216095337,1.19518527,0.943668122,,1.374626965,1.37417483,0.194834745,0.881218815,8.45E-05
179,2,0.914714841,1.130216625,1.202020382,1.181190847,0.931593476,,1.361335178,1.360887415,0.19069241,0.861614054,7.68E-05
180,1,0.90288019,1.116724082,1.188184858,1.167436076,0.91973756,,1.348244895,1.347801437,0.18665618,0.842476754,6.98E-05
181,1,0.89126164,1.103464507,1.174583407,1.153915571,0.908095256,,1.335351965,1.334912748,0.182722867,0.823794788,6.34E-05
182,0,0.879854106,1.090432647,1.161210815,1.140624092,0.896661594,,1.322652348,1.322217309,0.178889389,0.805556375,5.76E-05
183,1,0.868652652,1.077623392,1.148062014,1.127556545,0.885431744,,1.310142107,1.309711182,0.175152773,0.787750069,5.23E-05
184,1,0.857652481,1.065031775,1.135132074,1.114707976,0.874401015,,1.297817406,1.297390535,0.171510147,0.770364751,4.75E-05
185,0,0.846848932,1.052652966,1.122416201,1.102073567,0.863564847,,1.285674507,1.28525163,0.167958738,0.753389617,0.000043195
186,0,0.836237477,1.040482266,1.109909729,1.089648631,0.852918806,,1.273709768,1.273290826,0.164495864,0.736814168,3.92E-05
187,1,0.825813716,1.028515105,1.097608119,1.077428606,0.842458585,,1.261919637,1.261504573,0.161118938,0.720628201,3.57E-05
188,4,0.815573371,1.016747036,1.085506954,1.065409056,0.832179995,,1.250300653,1.249889411,0.157825456,0.704821799,3.24E-05
189,1,0.805512282,1.005173731,1.073601934,1.053585661,0.822078961,,1.238849441,1.238441965,0.154613001,0.689385324,2.94E-05
190,0,0.795626406,0.99379098,1.061888874,1.041954216,0.812151522,,1.22756271,1.227158946,0.151479234,0.674309404,2.67E-05
191,2,0.785911812,0.982594683,1.050363698,1.030510631,0.802393824,,1.216437249,1.216037146,0.148421895,0.65958493,0.000024292
192,4,0.776364675,0.97158085,1.039022439,1.019250918,0.792802119,,1.20546993,1.205073433,0.145438798,0.645203045,0.00002207
193,1,0.766981275,0.960745596,1.027861233,1.0081712,0.783372758,,1.194657696,1.194264756,0.142527829,0.631155135,2.01E-05
194,1,0.757757992,0.950085138,1.016876316,0.997267695,0.774102193,,1.183997569,1.183608135,0.139686943,0.617432826,1.82E-05
195,0,0.748691307,0.939595792,1.006064023,0.986536724,0.76498697,,1.173486642,1.173100665,0.136914163,0.604027972,1.66E-05
196,4,0.739777791,0.929273969,0.995420781,0.975974701,0.756023724,,1.163122076,1.162739509,0.134207574,0.59093265,1.50E-05
197,3,0.731014111,0.919116174,0.984943111,0.965578131,0.747209184,,1.152901103,1.152521897,0.131565324,0.578139155,1.37E-05
198,0,0.722397019,0.909119,0.97462762,0.95534361,0.738540163,,1.14282102,1.142445129,0.128985621,0.56563999,1.24E-05
199,0,0.713923356,0.899279129,0.964471004,0.945267821,0.730013556,,1.132879187,1.132506566,0.126466728,0.553427862,1.13E-05
200,3,0.705590044,0.889593326,0.954470039,0.93534753,0.721626341,,1.123073027,1.122703632,0.124006968,0.541495674,0.000010245
201,0,0.697394087,0.88005844,0.944621586,0.925579583,0.713375575,,1.113400026,1.113033812,0.121604712,0.529836523,9.31E-06
202,1,0.689332566,0.870671399,0.934922581,0.915960909,0.705258389,,1.103857725,1.10349465,0.119258385,0.518443689,8.46E-06
203,0,0.68140264,0.861429205,0.925370037,0.90648851,0.697271991,,1.094443724,1.094083746,0.116966462,0.507310635,7.68E-06
204,1,0.673601539,0.852328939,0.915961042,0.897159464,0.689413656,,1.08515568,1.084798756,0.114727466,0.496430996,6.98E-06
205,3,0.665926565,0.843367753,0.906692756,0.88797092,0.681680732,,1.075991301,1.075637392,0.112539963,0.485798579,6.34E-06
206,1,0.658375089,0.834542869,0.897562406,0.8789201,0.674070634,,1.06694835,1.066597415,0.110402568,0.475407354,5.76E-06
207,1,0.650944551,0.825851578,0.888567289,0.87000429,0.666580841,,1.058024641,1.057676641,0.108313935,0.465251452,5.23E-06
208,4,0.643632452,0.817291236,0.879704768,0.861220845,0.659208895,,1.049218035,1.048872932,0.106272762,0.455325159,4.76E-06
209,1,0.636436359,0.808859267,0.870972267,0.852567183,0.651952401,,1.040526445,1.040184201,0.104277786,0.445622911,4.32E-06
210,3,0.629353899,0.800553153,0.862367275,0.844040784,0.644809023,,1.031947829,1.031608406,0.102327782,0.436139291,3.93E-06
211,2,0.622382759,0.792370439,0.853887338,0.83563919,0.637776483,,1.023480191,1.023143553,0.100421564,0.426869025,3.57E-06
