Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognormal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
32,1255,1295.553211,1283.199124,1292.35329,1194.84186,1172.221798,,830.2403608,566.0661422,1282.000269,915.2571165,841.8092477
33,1263,1271.146586,1258.168369,1267.377209,1171.876216,1150.373177,,797.0885885,544.7820193,1251.929557,897.1703903,837.0524433
34,1235,1247.394198,1233.856075,1243.095349,1149.65445,1129.247154,,766.1921479,524.8984302,1223.003808,879.8954036,832.3225182
35,1188,1224.273383,1210.234888,1219.482633,1128.137748,1108.803859,,737.3378396,506.2859699,1195.163012,863.3729941,827.6193203
36,1169,1201.762434,1187.278752,1196.515098,1107.290335,1089.006697,,710.3379554,488.8304411,1168.350998,847.549864,822.9426988
37,1234,1179.840558,1164.962836,1174.169833,1087.079146,1069.821989,,685.0266268,472.4307052,1142.515172,832.3778542,818.2925035
38,1129,1158.487828,1143.263465,1152.424924,1067.47355,1051.218662,,661.2567783,456.9968858,1117.606267,817.8133255,813.668585
39,1120,1137.685144,1122.158053,1131.259405,1048.445107,1033.167985,,638.8975728,442.4488592,1093.578107,803.8166279,809.0707948
40,1030,1117.414185,1101.625048,1110.653208,1029.967352,1015.643326,,617.8322591,428.7149787,1070.387389,790.3516443,804.4989853
41,1023,1097.657381,1081.643871,1090.587117,1012.015608,998.6199564,,597.95635,415.7309942,1047.993481,777.3853965,799.9530096
42,999,1078.397868,1062.194866,1071.042727,994.5668271,982.074861,,579.1760739,403.4391306,1026.35823,764.8877032,795.4327219
43,1008,1059.619463,1043.259248,1052.002402,977.5994365,965.9865845,,561.407053,391.7873007,1005.445787,752.8308823,790.937977
44,993,1041.306624,1024.819061,1033.449239,961.0932153,950.3350883,,544.5731712,380.7284286,985.2224474,741.189492,786.4686304
45,1015,1023.444423,1006.857131,1015.367029,945.0291776,935.1016253,,528.6055996,370.2198674,965.6564962,729.9401023,782.0245388
46,930,1006.01852,989.3570238,997.7402257,929.3894698,920.2686287,,513.4419565,360.2228957,946.7180737,719.0610958,777.6055593
47,887,989.0151316,972.3030119,980.5539125,914.1572792,905.8196125,,499.0255797,350.7022804,928.379045,708.5324912,773.2115502
48,921,972.4210073,955.680034,963.7937727,899.3167517,891.739082,,485.304894,341.6258964,910.6128824,698.3357876,768.8423702
49,859,956.2234052,939.4736628,947.4460608,884.8529175,878.0124544,,472.2328604,332.9643951,893.3945557,688.4538266,764.4978791
50,886,940.4100689,923.6700728,931.4975756,870.7516245,864.6259865,,459.7664946,324.6909137,876.7004318,678.8706695,760.1779374
51,826,924.9692055,908.2560103,915.9356345,856.9994778,851.5667101,,447.8664453,316.78082,860.5081809,669.5714884,755.8824064
52,836,909.8894652,893.2187652,900.7480497,843.5837848,838.8223731,,436.4966232,309.2114881,844.7966907,660.5424683,751.611148
53,900,895.1599211,878.5461442,885.9231053,830.4925059,826.381387,,425.6238744,301.9621001,829.5459861,651.7707201,747.3640253
54,754,880.7700512,864.2264455,871.4495357,817.714209,814.2327782,,415.2176917,295.0134713,814.737156,643.2442023,743.1409017
55,769,866.7097204,850.2484355,857.3165047,805.2380282,802.3661445,,405.2499595,288.3478943,800.3522849,634.9516508,738.9416417
56,750,852.9691637,836.6013261,843.513587,793.0536262,790.7716153,,395.6947267,281.9490012,786.3743891,626.8825152,734.7661104
57,763,839.5389703,823.2747536,830.0307489,781.1511599,779.4398152,,386.5280055,275.8016407,772.7873589,619.0269023,730.6141737
58,804,826.4100685,810.2587585,816.8583314,769.5212487,768.3618305,,377.7275912,269.8917679,759.5759034,611.3755236,726.4856984
59,705,813.5737111,797.5437673,803.9870335,758.1549454,757.529179,,369.2729022,264.2063465,746.7255008,603.9196494,722.3805518
60,689,801.0214618,785.1205739,791.4078965,747.0437093,746.933782,,361.1448361,258.7332609,734.2223508,596.6510657,718.2986021
61,734,788.7451822,772.9803228,779.1122892,736.1793822,736.5679386,,353.3256411,253.4612368,722.0533318,589.562036,714.2397183
62,674,776.7370194,761.1144938,767.0918936,725.5541649,726.4243023,,345.7988,248.3797704,710.2059597,582.645266,710.2037699
63,680,764.9893939,749.5148858,755.3386913,715.1605964,716.4958587,,338.5489268,243.4790643,698.6683507,575.8938719,706.1906275
64,673,753.4949886,738.1736033,743.8449511,704.991535,706.775906,,331.561672,238.7499698,687.4291861,569.3013507,702.2001621
65,674,742.2467383,727.0830424,732.6032168,695.0401393,697.2580362,,324.8236385,234.1839348,676.4776795,562.8615541,698.2322456
66,667,731.2378188,716.2358778,721.606295,685.2998523,687.9361179,,318.3223047,229.7729558,665.8035464,556.5686634,694.2867505
67,712,720.4616379,705.6250512,710.8472451,675.7643855,678.8042806,,312.0459554,225.509536,655.3969757,550.4171676,690.3635502
68,665,709.9118256,695.2437587,700.319368,666.4277042,669.8568995,,305.9836183,221.3866455,645.2486033,544.4018425,686.4625188
69,670,699.5822255,685.0854407,690.0161965,657.2840146,661.0885824,,300.1250072,217.3976864,635.349487,538.5177318,682.5835308
70,647,689.4668861,675.1437708,679.9314858,648.3277505,652.4941563,,294.4604701,213.5364599,625.6910835,532.7601298,678.7264618
71,663,679.5600531,665.4126463,670.0592042,639.5535622,644.0686563,,288.9809411,209.7971375,616.2652268,527.1245653,674.8911879
72,635,669.8561615,655.8861785,660.393525,630.9563051,635.8073138,,283.6778977,206.1742336,607.0641076,521.6067866,671.077586
73,598,660.349828,646.5586836,650.9288175,622.5310294,627.7055465,,278.5433213,202.6625814,598.0802544,516.202748,667.2855336
74,571,651.0358444,637.4246746,641.6596401,614.2729711,619.758949,,273.5696606,199.2573097,589.3065157,510.9085971,663.5149088
75,605,641.9091707,628.4788527,632.5807319,606.1775419,611.9632834,,268.7497988,195.9538227,580.7360432,505.720663,659.7655907
76,587,632.9649286,619.7160998,623.6870062,598.2403217,604.314471,,264.0770232,192.7477808,572.3622762,500.6354457,656.0374589
77,561,624.1983956,611.1314709,614.9735434,590.4570502,596.8085847,,259.5449972,189.6350836,564.1789266,495.6496053,652.3303936
78,580,615.6049986,602.7201876,606.4355846,582.8236195,589.441841,,255.1477349,186.6118531,556.1799655,490.7599538,648.6442757
79,552,607.1803092,594.4776308,598.0685253,575.3360668,582.2105936,,250.8795772,183.6744197,548.3596095,485.9634451,644.978987
80,568,598.9200373,586.3993346,589.8679096,567.9905683,575.1113266,,246.7351703,180.8193082,540.7123092,481.2571679,641.3344097
81,540,590.8200268,578.4809802,581.8294243,560.7834325,568.1406484,,242.7094458,178.0432251,533.232737,476.6383376,637.7104268
82,516,582.8762501,570.7183904,573.9488937,553.7110943,561.2952862,,238.7976019,175.3430473,525.9157766,472.1042896,634.1069218
83,573,575.0848038,563.1075233,566.2222745,546.7701098,554.5720798,,234.9950865,172.7158111,518.7565128,467.6524725,630.5237792
84,516,567.4419039,555.6444678,558.6456503,539.9571506,547.9679776,,231.2975814,170.1587025,511.7502215,463.280442,626.9608838
85,504,559.9438817,548.3254381,551.2152275,533.2689992,541.4800309,,227.7009876,167.6690477,504.892361,458.9858552,623.4181213
86,517,552.5871792,541.1467692,543.9273305,526.702544,535.1053894,,224.201412,165.244305,498.178563,454.7664654,619.8953777
87,525,545.368346,534.104912,536.7783972,520.2547748,528.8412976,,220.7951543,162.8820561,491.604625,450.6201169,616.3925402
88,480,538.2840346,527.196429,529.764975,513.922779,522.6850898,,217.4786961,160.5799995,485.1665021,446.5447403,612.9094961
89,457,531.3309971,520.4179902,522.8837169,507.7037372,516.6341869,,214.2486894,158.3359434,478.8603,442.5383481,609.4461335
90,469,524.5060819,513.7663691,516.1313775,501.5949193,510.6860924,,211.1019467,156.147799,472.6822681,438.5990307,606.0023414
91,494,517.8062299,507.2384386,509.5048094,495.5936814,504.8383894,,208.0354319,154.013575,466.6287931,434.7249523,602.5780091
92,482,511.2284718,500.8311676,503.0009597,489.6974619,499.0887367,,205.0462512,151.9313718,460.6963928,430.9143476,599.1730267
93,443,504.7699245,494.5416174,496.6168667,483.9037785,493.4348662,,202.1316452,149.8993764,454.8817101,427.1655178,595.7872847
94,427,498.4277885,488.3669381,490.3496566,478.2102248,487.8745797,,199.2889811,147.9158576,449.1815078,423.476828,592.4206745
95,433,492.1993446,482.3043659,484.1965404,472.6144679,482.4057462,,196.5157459,145.9791614,443.5926632,419.8467038,589.073088
96,440,486.0819519,476.3512194,478.154811,467.1142448,477.0262993,,193.8095396,144.087707,438.1121631,416.2736285,585.7444177
97,418,480.0730443,470.5048972,472.2218403,461.7073606,471.7342345,,191.1680688,142.2399826,432.7370992,412.7561402,582.4345567
98,436,474.1701287,464.7628746,466.3950765,456.3916853,466.5276069,,188.5891413,140.4345418,427.4646635,409.2928299,579.1433986
99,471,468.370782,459.1227012,460.6720413,451.1651516,461.4045291,,186.0706606,138.6700001,422.2921444,405.8823383,575.8708379
100,409,462.6726492,453.5819979,455.0503278,446.0257526,456.3631688,,183.6106203,136.9450318,417.2169221,402.5233539,572.6167695
101,391,457.0734407,448.1384551,449.5275977,440.9715396,451.4017465,,181.2071003,135.2583669,412.2364654,399.2146111,569.3810887
102,378,451.5709307,442.7898295,444.101579,436.0006199,446.5185342,,178.8582613,133.6087881,407.3483275,395.9548876,566.1636918
103,363,446.1629546,437.5339423,438.7700639,431.1111547,441.7118528,,176.5623415,131.9951281,402.5501429,392.7430031,562.9644754
104,412,440.8474074,432.3686769,433.5309068,426.3013576,436.9800708,,174.3176519,130.4162675,397.8396239,389.5778169,559.7833368
105,367,435.6222413,427.2919767,428.3820219,421.5694922,432.3216024,,172.1225731,128.8711319,393.2145578,386.4582266,556.6201738
106,374,430.4854643,422.3018431,423.3213812,416.9138707,427.7349058,,169.9755518,127.3586899,388.6728034,383.3831663,553.4748849
107,345,425.4351383,417.3963336,418.347013,412.332852,423.2184818,,167.875097,125.8779511,384.2122885,380.3516051,550.3473691
108,353,420.4693771,412.5735596,413.4569998,407.8248402,418.770872,,165.8197777,124.4279637,379.8310071,377.3625454,547.2375258
109,375,415.5863453,407.8316853,408.6494764,403.3882831,414.3906578,,163.8082194,123.0078132,375.5270169,374.415022,544.1452554
110,347,410.7842559,403.1689251,403.9226284,399.0216705,410.0764588,,161.8391016,121.6166203,371.2984366,371.5081003,541.0704584
111,329,406.0613696,398.5835426,399.2746905,394.7235332,405.8269313,,159.9111552,120.2535392,367.1434437,368.6408754,538.0130361
112,323,401.4159928,394.0738486,394.7039452,390.4924411,401.6407675,,158.0231598,118.9177563,363.0602724,365.8124705,534.9728904
113,321,396.8464764,389.6381999,390.2087205,386.3270021,397.5166939,,156.1739419,117.6084883,359.0472111,363.0220362,531.9499236
114,366,392.3512142,385.2749975,385.7873895,382.2258612,393.4534702,,154.3623724,116.3249813,355.1026007,360.2687492,528.9440387
115,315,387.9286417,380.9826851,381.438368,378.1876987,389.4498884,,152.5873645,115.0665089,351.2248324,357.5518112,525.9551391
116,299,383.5772349,376.7597483,377.1601139,374.2112294,385.5047718,,150.847872,113.8323716,347.412346,354.8704481,522.9831288
117,342,379.2955091,372.6047125,372.9511254,370.2952015,381.6169736,,149.1428871,112.6218949,343.6636279,352.2239089,520.0279125
118,323,375.0820174,368.5161424,368.8099401,366.4383954,377.7853761,,147.4714392,111.4344289,339.9772096,349.6114649,517.0893951
119,327,370.9353499,364.4926399,364.7351334,362.6396228,374.0088899,,145.8325925,110.2693465,336.3516659,347.0324089,514.1674825
120,335,366.8541322,360.5328439,360.7253178,358.8977254,370.2864529,,144.2254452,109.1260431,332.7856136,344.4860543,511.2620806
121,272,362.8370249,356.6354284,356.7791411,355.2115744,366.6170296,,142.6491277,108.0039351,329.2777096,341.9717344,508.3730963
122,326,358.882722,352.7991017,352.8952862,351.5800695,362.9996098,,141.1028009,106.9024591,325.8266498,339.4888017,505.5004367
123,293,354.9899502,349.0226053,349.0724693,348.0021375,359.4332083,,139.5856554,105.8210715,322.4311675,337.0366268,502.6440097
124,310,351.1574679,345.3047128,345.3094391,344.4767321,355.916864,,138.0969099,104.7592468,319.0900322,334.6145984,499.8037234
125,294,347.3840641,341.6442292,341.6049761,341.0028329,352.4496389,,136.6358102,103.7164777,315.8020485,332.2221221,496.9794867
126,284,343.6685578,338.0399897,337.9578911,337.5794445,349.0306179,,135.2016278,102.6922738,312.5660543,329.8586202,494.171209
127,296,340.0097969,334.4908587,334.3670251,334.2055956,345.6589076,,133.793659,101.6861611,309.3809205,327.5235307,491.3787999
128,276,336.4066574,330.9957291,330.8312474,330.8803388,342.3336359,,132.4112239,100.6976815,306.2455492,325.2163069,488.6021699
129,292,332.8580426,327.5535216,327.3494557,327.6027492,339.0539513,,131.0536654,99.72639165,303.1588728,322.9364172,485.8412297
130,258,329.3628825,324.1631833,323.9205746,324.3719245,335.8190225,,129.7203482,98.77186284,300.1198531,320.6833441,483.0958908
131,289,325.9201326,320.8236877,320.5435552,321.1869836,332.6280374,,128.4106578,97.83368023,297.1274804,318.4565838,480.3660649
132,306,322.5287737,317.5340331,317.2173743,318.0470664,329.4802029,,127.1239999,96.91144229,294.1807721,316.255646,477.6516644
133,297,319.1878107,314.2932428,313.9410332,314.9513332,326.3747441,,125.8597997,96.00476028,291.2787724,314.0800532,474.9526022
134,277,315.8962722,311.1003633,310.7135578,311.898964,323.310904,,124.6175006,95.11325781,288.4205508,311.9293405,472.2687916
135,284,312.6532099,307.9544645,307.5339972,308.8891577,320.2879428,,123.3965641,94.23657027,285.6052019,309.8030546,469.6001463
136,247,309.4576977,304.8546387,304.4014233,305.9211322,317.3051375,,122.1964685,93.37434445,282.8318441,307.7007543,466.9465807
137,299,306.3088312,301.7999998,301.3149301,302.9941231,314.3617815,,121.0167087,92.52623807,280.099619,305.6220094,464.3080096
138,282,303.2057271,298.789683,298.2736332,300.1073838,311.4571839,,119.8567956,91.69191935,277.4076907,303.5664006,461.6843483
139,274,300.1475229,295.822844,295.2766692,297.2601848,308.5906693,,118.7162549,90.87106667,274.755245,301.5335191,459.0755124
140,268,297.1333756,292.8986584,292.3231947,294.4518129,305.7615773,,117.5946273,90.06336812,272.1414888,299.5229663,456.4814183
141,258,294.1624619,290.0163211,289.4123863,291.6815714,302.9692621,,116.4914673,89.26852121,269.5656492,297.5343535,453.9019826
142,272,291.2339773,287.175046,286.5434398,288.948779,300.2130919,,115.4063432,88.48623244,267.0269734,295.5673015,451.3371225
143,247,288.3471358,284.3740653,283.7155695,286.2527699,297.4924488,,114.338836,87.71621706,264.5247274,293.6214404,448.7867557
144,245,285.5011691,281.612629,280.9280081,283.592893,294.8067284,,113.2885397,86.95819869,262.0581957,291.6964091,446.2508001
145,255,282.6953263,278.8900043,278.1800058,280.9685116,292.1553393,,112.25506,86.21190902,259.6266812,289.7918553,443.7291745
146,218,279.9288736,276.2054754,275.47083,278.3790031,289.5377026,,111.2380145,85.47708756,257.2295036,287.907435,441.2217978
147,264,277.2010935,273.5583428,272.7997647,275.8237587,286.9532521,,110.237032,84.75348132,254.866,286.0428125,438.7285895
148,223,274.5112846,270.9479228,270.1661105,273.3021828,284.4014335,,109.2517521,84.04084458,252.5355235,284.1976599,436.2494696
149,236,271.8587611,268.3735474,267.5691833,270.8136926,281.881704,,108.2818248,83.33893859,250.2374433,282.3716569,433.7843584
150,263,269.2428524,265.8345635,265.008315,268.3577182,279.3935326,,107.3269102,82.64753137,247.971144,280.5644908,431.3331768
151,249,266.6629028,263.3303329,262.4828519,265.9337019,276.9363992,,106.3866782,81.96639746,245.7360249,278.7758559,428.895846
152,246,264.1182709,260.8602314,259.9921553,263.5410978,274.5097946,,105.4608081,81.29531767,243.5315001,277.0054536,426.4722879
153,217,261.6083293,258.4236489,257.5356006,261.1793718,272.1132201,,104.5489881,80.63407892,241.3569975,275.2529921,424.0624246
154,206,259.1324644,256.0199887,255.1125768,258.8480011,269.7461872,,103.6509152,79.98247396,239.2119588,273.5181862,421.6661786
155,243,256.6900759,253.6486674,252.7224867,256.5464739,267.4082178,,102.766295,79.34030125,237.0958391,271.8007571,419.2834731
156,227,254.2805764,251.3091141,250.364746,254.2742895,265.0988431,,101.894841,78.7073647,235.0081061,270.100432,416.9142315
157,221,251.9033913,249.0007708,248.0387832,252.0309571,262.8176042,,101.0362749,78.08347354,232.9482401,268.4169444,414.5583778
158,258,249.5579581,246.7230915,245.7440392,249.8159967,260.5640512,,100.1903256,77.46844212,230.9157336,266.7500336,412.2158363
159,215,247.2437266,244.4755418,243.4799672,247.628938,258.3377435,,99.35672972,76.86208972,228.9100908,265.0994445,409.8865317
160,215,244.960158,242.2575992,241.246032,245.4693204,256.1382491,,98.53523084,76.26424045,226.9308276,263.4649277,407.5703894
161,231,242.7067251,240.0687522,239.04171,243.3366928,253.9651448,,97.72557943,75.67472301,224.9774707,261.8462389,405.2673348
162,246,240.4829119,237.9085004,236.8664888,241.2306136,251.8180158,,96.92753262,75.09337063,223.0495578,260.2431394,402.9772941
163,213,238.2882131,235.7763539,234.7198669,239.1506498,249.6964554,,96.14085399,74.52002085,221.1466373,258.6553952,400.7001937
164,244,236.122134,233.6718333,232.6013534,237.0963774,247.6000649,,95.36531333,73.95451542,219.2682675,257.0827775,398.4359605
165,204,233.9841903,231.5944694,230.5104679,235.0673811,245.5284535,,94.60068647,73.39670016,217.4140168,255.5250623,396.1845218
166,247,231.8739076,229.5438027,228.44674,233.0632537,243.481238,,93.84675506,72.84642484,215.5834634,253.9820302,393.9458053
167,201,229.7908215,227.5193834,226.4097092,231.0835965,241.4580426,,93.10330641,72.30354303,213.7761947,252.4534664,391.719739
168,213,227.7344772,225.5207712,224.3989248,229.1280183,239.4584987,,92.37013331,71.767912,211.9918074,250.9391604,389.5062516
169,214,225.7044289,223.5475348,222.4139451,227.1961361,237.4822451,,91.64703381,71.23939262,210.229907,249.4389062,387.3052719
170,213,223.7002404,221.5992519,220.4543379,225.2875743,235.528927,,90.93381113,70.71784921,208.4901078,247.952502,385.1167293
171,247,221.721484,219.675509,218.5196798,223.4019648,233.5981969,,90.23027344,70.20314948,206.7720324,246.4797499,382.9405535
172,198,219.767741,217.7759008,216.6095561,221.5389465,231.6897136,,89.53623374,69.69516437,205.0753117,245.0204562,380.7766745
173,193,217.8386007,215.9000306,214.7235605,219.6981657,229.8031424,,88.8515097,69.19376801,203.3995847,243.5744308,378.625023
174,207,215.9336613,214.0475097,212.8612952,217.8792752,227.9381549,,88.17592349,68.6988376,201.7444978,242.1414878,376.4855298
175,190,214.0525285,212.2179571,211.0223704,216.081935,226.0944289,,87.50930172,68.2102533,200.1097055,240.7214445,374.3581262
176,207,212.1948163,210.4109997,209.206404,214.3058112,224.2716483,,86.8514752,67.72789818,198.4948692,239.3141222,372.2427439
177,196,210.360146,208.6262719,207.4130218,212.5505767,222.4695026,,86.20227892,67.25165809,196.8996577,237.9193455,370.1393149
178,166,208.5481468,206.8634153,205.6418572,210.8159104,220.6876874,,85.56155184,66.78142161,195.323747,236.5369423,368.0477718
179,214,206.758455,205.1220787,203.8925507,209.1014975,218.9259036,,84.92913683,66.31707998,193.7668195,235.1667441,365.9680474
180,194,204.990714,203.401918,202.1647501,207.4070291,217.1838579,,84.30488051,65.85852697,192.2285647,233.8085854,363.9000748
181,161,203.2445745,201.7025958,200.4581102,205.7322022,215.461262,,83.68863317,65.40565887,190.7086781,232.462304,361.8437878
182,180,201.5196937,200.0237813,198.7722927,204.0767194,213.7578333,,83.08024867,64.95837436,189.2068619,231.1277407,359.7991201
183,181,199.8157357,198.3651503,197.1069657,202.4402891,212.073294,,82.47958429,64.51657449,187.7228242,229.8047394,357.7660063
184,162,198.132371,196.726385,195.461804,200.8226249,210.4073713,,81.88650069,64.08016258,186.2562794,228.4931468,355.7443809
185,187,196.4692766,195.1071737,193.8364889,199.223446,208.7597976,,81.30086176,63.64904417,184.8069474,227.1928125,353.7341792
186,185,194.8261354,193.5072108,192.2307077,197.6424766,207.1303099,,80.72253457,63.22312697,183.374554,225.903589,351.7353364
187,200,193.2026369,191.9261965,190.6441537,196.0794461,205.5186498,,80.15138926,62.80232076,181.9588305,224.6253315,349.7477885
188,181,191.5984761,190.3638369,189.0765264,194.534089,203.9245637,,79.58729893,62.38653736,180.5595136,223.3578976,347.7714717
189,145,190.0133539,188.8198438,187.527531,193.0061444,202.3478024,,79.03013962,61.97569058,179.1763455,222.101148,345.8063223
190,176,188.4469772,187.2939344,185.9968782,191.4953564,200.7881212,,78.47979015,61.56969616,177.8090732,220.8549454,343.8522775
191,183,186.899058,185.7858312,184.4842843,190.0014737,199.2452796,,77.93613212,61.16847169,176.457449,219.6191553,341.9092743
192,193,185.3693139,184.2952622,182.9894712,188.5242496,197.7190412,,77.39904975,60.7719366,175.12123,218.3936455,339.9772505
193,171,183.857468,182.8219605,181.5121659,187.0634417,196.2091741,,76.8684299,60.38001208,173.8001783,217.1782863,338.0561439
194,197,182.3632483,181.365664,180.0521005,185.6188121,194.71545,,76.3441619,59.99262104,172.4940603,215.9729501,336.1458929
195,172,180.8863881,179.9261158,178.6090124,184.1901273,193.2376449,,75.82613758,59.6096881,171.2026472,214.7775117,334.2464361
196,160,179.4266254,178.5030636,177.1826438,182.7771576,191.7755384,,75.31425111,59.23113946,169.9257148,213.591848,332.3577126
197,171,177.9837033,177.0962599,175.7727415,181.3796779,190.3289141,,74.80839903,58.85690295,168.6630429,212.4158382,330.4796617
198,167,176.5573695,175.7054619,174.3790574,179.9974666,188.8975593,,74.30848009,58.48690792,167.4144159,211.2493635,328.6122231
199,172,175.1473765,174.3304311,173.0013478,178.6303064,187.4812647,,73.81439526,58.12108526,166.1796221,210.0923071,326.7553368
200,171,173.753481,172.9709335,171.6393737,177.2779837,186.0798248,,73.32604766,57.75936729,164.9584539,208.9445544,324.9089432
201,167,172.3754446,171.6267394,170.2929001,175.9402885,184.6930375,,72.84334248,57.40168777,163.7507077,207.8059925,323.0729829
202,154,171.013033,170.2976232,168.9616968,174.6170147,183.3207042,,72.36618693,57.04798187,162.5561839,206.6765107,321.2473972
203,157,169.666016,168.9833635,167.6455375,173.3079597,181.9626294,,71.8944902,56.69818609,161.3746864,205.556,319.4321272
204,176,168.3341678,167.683743,166.3442002,172.0129244,180.6186212,,71.42816343,56.35223827,160.206023,204.4443533,317.6271148
205,175,167.0172667,166.3985482,165.0574669,170.7317132,179.2884906,,70.96711959,56.01007751,159.050005,203.3414652,315.8323019
206,160,165.7150947,165.1275695,163.7851235,169.4641339,177.972052,,70.5112735,55.6716442,157.9064472,202.2472323,314.047631
207,154,164.427438,163.870601,162.5269598,168.2099975,176.6691227,,70.06054176,55.33687992,156.7751681,201.1615526,312.2730447
208,171,163.1540865,162.6274408,161.2827693,166.9691183,175.3795232,,69.6148427,55.00572746,155.6559891,200.084326,310.5084861
209,173,161.8948338,161.3978901,160.0523495,165.7413139,174.1030768,,69.17409632,54.67813077,154.5487354,199.0154541,308.7538984
210,133,160.6494772,160.181754,158.8355011,164.5264048,172.8396097,,68.73822429,54.35403493,153.453235,197.9548399,307.0092253
211,140,159.4178175,158.9788409,157.6320287,163.3242146,171.5889511,,68.30714987,54.03338611,152.3693193,196.9023881,305.2744109
212,162,158.1996592,157.7889628,156.4417402,162.1345699,170.3509329,,67.88079789,53.71613159,151.2968226,195.858005,303.5493994
213,174,156.9948099,156.6119347,155.264447,160.9573004,169.1253896,,67.45909472,53.40221967,150.2355824,194.8215982,301.8341353
214,161,155.803081,155.447575,154.0999636,159.7922383,167.9121586,,67.04196818,53.09159969,149.185439,193.7930771,300.1285637
