Degree,Actual,LOMAX,GLM Type-I,GLM Type-II,GLM Type-III,GLM Type-IV,,PowerLaw_Estimated,Pareto_Estimated,Lognormal_Estimated,PowerLaw_Cutoff_Estimated,Exponential_Estimated
37,46,49.73494775,50.28239213,50.12188623,49.14513582,50.20186691,,29.79559756,29.71504675,49.18412987,77.05635069,95.91764562
38,61,47.03251724,47.56899756,47.41923045,46.47776508,47.46093843,,28.40272364,28.32593839,45.79736323,73.55717441,86.80739214
39,50,44.53738701,45.06288647,44.92304699,44.01601208,44.93054339,,27.10865639,27.03536959,42.70224022,70.28031418,78.56243011
40,41,42.2292324,42.74379037,42.61313833,41.73960224,42.59004875,,25.90411514,25.83408475,39.86857244,67.20700651,71.10057419
41,43,40.09013551,40.59383647,40.47169573,39.63067404,40.42126123,,24.78089396,24.71390013,37.26981837,64.32047269,64.34744499
42,38,38.1042533,38.59721782,38.48297003,37.67344495,38.40809164,,23.73171482,23.6675574,34.88258064,61.60566743,58.23572769
43,50,36.2575377,36.73991497,36.632994,35.85392972,36.53627152,,22.75010371,22.68860002,32.6861811,59.0490644,52.70450101
44,40,34.53749859,35.0094602,34.90934715,34.15970207,34.79311321,,21.83028569,21.77126868,30.66230023,56.63847248,47.69862997
45,28,32.93300232,33.39473717,33.30095589,32.57969217,33.16730568,,20.96709572,20.9104123,28.79467014,54.36287784,43.16821634
46,26,31.43409987,31.88580992,31.79792302,31.10401407,31.64874047,,20.15590246,20.10141205,27.06881238,52.21230759,39.06810118
47,37,30.03187975,30.47377654,30.39138178,29.72381801,30.22836256,,19.39254301,19.34011631,25.4718134,50.17771188,35.35741476
48,27,28.71834166,29.15064341,29.07337051,28.43116369,28.89804225,,18.67326691,18.62278473,23.99213147,48.25086138,31.99916917
49,32,27.48628772,27.90921697,27.83672464,27.21891123,27.65046486,,17.99468767,17.94603999,22.61943043,46.42425806,28.95988958
50,31,26.32922837,26.74301001,26.67498342,26.08062688,26.47903525,,17.35374099,17.30682607,21.34443602,44.69105722,26.20928063
51,30,25.24130096,25.64616064,25.58230904,25.01050148,25.37779523,,16.7476484,16.70237202,20.15881134,43.04499914,23.71992439
52,24,24.21719893,24.61336174,24.55341635,24.00327957,24.34135163,,16.17388568,16.13016044,19.05504881,41.4803491,21.46700708
53,25,23.25211008,23.63979951,23.58351163,23.05419772,23.36481372,,15.63015525,15.58789996,18.02637599,39.9918445,19.42807176
54,33,22.34166276,22.7210998,22.66823906,22.15893061,22.44373843,,15.11436205,15.07350118,17.06667348,38.57464823,17.58279441
55,23,21.48187861,21.85328108,21.80363393,21.31354392,21.5740825,,14.62459233,14.58505553,16.17040306,37.22430732,15.91278143
56,16,20.66913115,21.03271319,20.98608146,20.51445298,20.75216033,,14.15909505,14.12081669,15.33254473,35.93671634,14.40138619
57,23,19.90010937,20.25608096,20.21228059,19.75838632,19.97460699,,13.71626542,13.67918423,14.54854135,34.70808481,13.03354321
58,21,19.17178555,19.52035223,19.47921211,19.04235369,19.23834558,,13.29463044,13.25868912,13.81425,33.5349082,11.79561789
59,27,18.48138687,18.82274947,18.78411042,18.36361773,18.54055834,,12.89283599,12.8579809,13.125899,32.41394198,10.67527065
60,31,17.82637028,18.16072475,18.12443855,17.71966888,17.87866107,,12.50963546,12.47581633,12.48004998,31.34217852,9.661333948
61,20,17.20440015,17.53193748,17.49786599,17.10820317,17.25028053,,12.14387958,12.11104925,11.87356425,30.31682623,8.743700903
62,26,16.61332847,16.93423457,16.90224895,16.52710247,16.65323416,,11.7945074,11.76262158,11.30357303,29.33529102,7.913224602
63,19,16.05117714,16.36563286,16.33561286,15.97441695,16.08551223,,11.46053821,11.42955526,10.767451,28.39515942,7.161626901
64,17,15.51612222,15.82430332,15.79613661,15.44834931,15.54526172,,11.14106431,11.11094504,10.26279267,27.49418355,6.481415914
65,18,15.00647985,15.30855706,15.28213864,14.94724085,15.03077202,,10.83524457,10.80595206,9.787391438,26.63026744,5.865811335
66,18,14.52069359,14.81683264,14.79206428,14.4695589,14.5404621,,10.54229857,10.51379803,9.339220829,25.80145471,5.30867685
67,15,14.05732313,14.34768483,14.32447458,14.01388557,14.07286901,,10.26150145,10.23376003,8.916417711,25.00591739,4.804458972
68,20,13.6150341,13.89977445,13.87803617,13.57890766,13.6266375,,9.992179127,9.965165806,8.517267291,24.24194584,4.348131684
69,21,13.19258894,13.47185917,13.45151212,13.1634076,13.20051074,,9.733704115,9.707389567,8.140189651,23.5079395,3.935146341
70,14,12.78883864,13.06278535,13.04375379,12.76625522,12.79332193,,9.485491658,9.459848139,7.783727644,22.8023986,3.561386326
71,12,12.40271527,12.67148056,12.65369339,12.38640043,12.40398671,,9.246996273,9.221997513,7.446536024,22.12391646,3.22312602
72,20,12.0332253,12.29694685,12.28033731,12.02286653,12.03149637,,9.017708602,8.993329709,7.127371644,21.47117262,2.916993662
73,19,11.67944351,11.9382547,11.92276005,11.67474416,11.67491159,,8.797152563,8.773369932,6.825084626,20.84292649,2.639937741
74,20,11.34050742,11.59453747,11.5800987,11.34118589,11.33335687,,8.584882759,8.561673988,6.538610382,20.23801151,2.389196578
75,19,11.01561235,11.26498642,11.25154803,11.0214012,11.00601545,,8.380482115,8.35782593,6.266962403,19.6553299,2.162270799
76,12,10.70400681,10.94884615,10.93635587,10.71465202,10.69212464,,8.183559735,8.161435919,6.00922573,19.09384776,1.95689842
77,13,10.4049884,10.64541046,10.63381907,10.42024864,10.39097166,,7.993748938,7.972138265,5.764551044,18.55259063,1.7710323
78,9,10.11790005,10.35401857,10.34327967,10.13754595,10.10188974,,7.810705471,7.789589646,5.532149295,18.0306394,1.602819736
79,9,9.842126542,10.0740517,10.06412155,9.865940082,9.8242547,,7.63410587,7.613467473,5.31128683,17.5271265,1.450583992
80,14,9.577091389,9.804929922,9.795767255,9.60486528,9.557481706,,7.463645963,7.443468395,5.101280961,17.04123249,1.312807593
81,20,9.322253978,9.546109272,9.537675133,9.353791077,9.301022365,,7.299039495,7.279306933,4.901495929,16.57218282,1.188117189
82,9,9.077106931,9.297079146,9.28933675,9.112219704,9.054362059,,7.140016872,7.120714219,4.711339231,16.11924489,1.075269874
83,5,8.841173702,9.057359879,9.05027447,8.879683713,8.817017496,,6.986323997,6.967436844,4.530258264,15.68172534,0.973140792
84,17,8.614006372,8.826500538,8.820039262,8.655743802,8.588534466,,6.83772121,6.819235797,4.357737265,15.25896754,0.880711926
85,9,8.395183627,8.604076895,8.598208685,8.439986819,8.368485785,,6.693982309,6.675885486,4.193294515,14.85034922,0.797061948
86,14,8.184308894,8.389689566,8.384385026,8.232023929,8.156469401,,6.554893645,6.537172841,4.036479777,14.45528035,0.721357042
87,8,7.981008632,8.182962294,8.178193602,8.031488921,7.952106656,,6.42025329,6.402896479,3.886871951,14.07320116,0.652842584
88,9,7.784930757,7.98354037,7.979281182,7.838036665,7.755040682,,6.289870271,6.272865943,3.744076931,13.70358022,0.590835626
89,7,7.595743188,7.791089184,7.787314541,7.651341675,7.564934927,,6.163563856,6.146900991,3.607725629,13.34591278,0.534718086
90,11,7.41313251,7.605292877,7.601979125,7.471096791,7.381471793,,6.041162902,6.024830941,3.477472169,12.99971915,0.483930587
91,7,7.236802741,7.425853103,7.422977819,7.297011966,7.20435138,,5.922505242,5.906494066,3.352992226,12.66454319,0.437966883
92,11,7.066474181,7.252487887,7.250029802,7.128813139,7.033290324,,5.807437127,5.791737032,3.233981493,12.33995098,0.396368809
93,10,6.901882365,7.084930565,7.082869498,6.966241194,6.868020725,,5.695812701,5.680414376,3.120154276,12.02552947,0.358721718
94,10,6.742777081,6.9229288,6.921245599,6.809051001,6.708289149,,5.587493516,5.572388026,3.011242201,11.72088531,0.324650346
95,5,6.588921466,6.766243681,6.764920158,6.657010525,6.553855715,,5.482348084,5.467526849,2.906993012,11.42564372,0.293815071
96,8,6.440091166,6.614648873,6.613667753,6.509899998,6.404493235,,5.380251456,5.365706234,2.807169474,11.13944747,0.26590853
97,4,6.296073556,6.467929841,6.46727471,6.367511159,6.259986426,,5.281084835,5.266807705,2.711548353,10.86195584,0.24065255
98,8,6.156667018,6.325883123,6.32553838,6.229646537,6.120131174,,5.184735215,5.170718561,2.619919477,10.59284377,0.217795382
99,7,6.021680271,6.188315655,6.188266467,6.096118792,5.984733854,,5.091095039,5.077331536,2.532084861,10.33180095,0.197109187
100,9,5.890931745,6.055044145,6.055276402,5.966750105,5.853610688,,5.000061888,4.986544489,2.44785791,10.07853109,0.178387766
101,7,5.764248995,5.925894488,5.926394768,5.841371604,5.726587164,,4.911538187,4.898260106,2.367062668,9.832751081,0.161444504
102,6,5.641468168,5.800701225,5.801456753,5.719822831,5.60349748,,4.825430928,4.812385634,2.28953313,9.594190357,0.146110513
103,7,5.522433493,5.679307032,5.680305648,5.60195125,5.484184029,,4.741651419,4.728832618,2.215112599,9.362590209,0.132232943
104,7,5.406996812,5.561562254,5.562792376,5.487611783,5.36849693,,4.66011504,4.647516668,2.143653096,9.137703172,0.119673464
105,11,5.29501714,5.447324456,5.448775054,5.376666378,5.256293574,,4.580741021,4.568357233,2.075014805,8.919292442,0.108306884
106,8,5.186360256,5.336458021,5.338118583,5.268983613,5.147438211,,4.503452233,4.49127739,2.009065561,8.707131328,0.098019901
107,6,5.080898323,5.228833755,5.230694266,5.16443831,5.04180156,,4.428174989,4.416203654,1.945680376,8.50100274,0.088709976
108,8,4.978509523,5.124328534,5.126379444,5.062911194,4.939260449,,4.354838863,4.343065789,1.884740993,8.300698704,0.080284306
109,6,4.87907773,5.022824968,5.025057172,4.964288557,4.839697468,,4.283376515,4.271796636,1.826135475,8.106019909,0.072658907
110,5,4.782492191,4.92421108,4.926615892,4.868461956,4.743000659,,4.213723532,4.202331955,1.769757819,7.916775273,0.065757767
111,5,4.688647234,4.828380016,4.830949151,4.775327921,4.649063209,,4.14581827,4.134610272,1.715507602,7.732781548,0.059512098
112,7,4.597441993,4.735229767,4.737955318,4.684787686,4.55778318,,4.079601717,4.068572732,1.663289643,7.553862929,0.053859641
113,4,4.50878015,4.644662908,4.64753733,4.596746941,4.469063239,,4.015017357,4.004162973,1.613013693,7.379850703,0.048744055
114,6,4.422569695,4.556586357,4.559602444,4.511115585,4.382810416,,3.952011042,3.941326992,1.564594145,7.210582904,0.044114347
115,6,4.338722693,4.470911146,4.474062017,4.427807513,4.298935874,,3.890530874,3.880013032,1.517949763,7.045903996,0.039924368
116,4,4.257155076,4.387552202,4.390831287,4.346740401,4.217354691,,3.830527092,3.820171467,1.473003427,6.885664568,0.036132354
117,3,4.177786441,4.306428151,4.309829174,4.267835512,4.137985656,,3.77195197,3.7617547,1.429681895,6.729721053,0.032700505
118,4,4.100539859,4.227461127,4.230978088,4.19101751,4.060751078,,3.714759713,3.704717059,1.387915584,6.577935448,0.029594612
119,9,4.025341702,4.150576589,4.154203757,4.116214286,3.985576608,,3.658906366,3.649014708,1.34763836,6.43017507,0.026783717
120,4,3.952121471,4.075703159,4.079435054,4.043356796,3.912391065,,3.604349722,3.594605556,1.308787345,6.286312303,0.024239801
121,8,3.880811642,4.002772458,4.006603843,3.972378905,3.841126281,,3.551049246,3.541449175,1.271302734,6.146224375,0.021937506
122,3,3.811347517,3.931718962,3.935644827,3.903217242,3.771716948,,3.498965988,3.48950672,1.235127622,6.00979314,0.019853883
123,9,3.743667083,3.862479858,3.866495412,3.835811067,3.704100476,,3.44806251,3.438740857,1.200207851,5.87690487,0.017968162
124,4,3.677710884,3.794994911,3.799095573,3.770102137,3.638216864,,3.398302821,3.389115691,1.166491851,5.747450059,0.016261547
125,4,3.613421892,3.729206342,3.733387726,3.706034585,3.574008566,,3.349652303,3.340596697,1.133930505,5.621323241,0.014717026
126,4,3.550745391,3.665058706,3.669316619,3.643554808,3.511420378,,3.302077653,3.293150663,1.102477015,5.498422813,0.013319203
127,5,3.489628869,3.602498783,3.60682921,3.582611359,3.450399326,,3.255546822,3.246745625,1.072086776,5.378650865,0.012054146
128,1,3.43002191,3.541475472,3.54587457,3.523154838,3.390894554,,3.210028956,3.201350814,1.042717261,5.261913026,0.010909244
129,2,3.371876097,3.481939691,3.486403782,3.465137804,3.33285723,,3.165494345,3.156936601,1.01432791,5.14811831,0.009873084
130,4,3.315144916,3.42384428,3.428369843,3.408514677,3.276240448,,3.121914373,3.113474445,0.986880029,5.037178973,0.008935339
131,2,3.25978367,3.367143918,3.37172758,3.353241652,3.220999139,,3.079261466,3.070936848,0.960336688,4.92901038,0.008086661
132,3,3.205749396,3.311795032,3.316433566,3.299276622,3.167089985,,3.037509051,3.029297308,0.934662634,4.823530872,0.00731859
133,6,3.153000781,3.257755723,3.262446034,3.246579094,3.11447134,,2.996631508,2.988530275,0.909824202,4.720661643,0.006623471
134,3,3.101498091,3.204985683,3.20972481,3.19511012,3.063103154,,2.956604133,2.948611111,0.885789234,4.620326625,0.005994374
135,5,3.0512031,3.153446131,3.158231236,3.144832224,3.012946898,,2.917403094,2.909516051,0.862527004,4.522452373,0.005425029
136,5,3.002079017,3.103099739,3.107928103,3.09570934,2.963965499,,2.879005402,2.871222165,0.840008142,4.426967961,0.00490976
137,8,2.954090431,3.05391057,3.058779587,3.047706744,2.916123275,,2.841388864,2.833707322,0.818204572,4.33380488,0.004443431
138,6,2.90720324,3.005844016,3.010751191,3.000790999,2.869385869,,2.804532061,2.796950159,0.79708944,4.24289694,0.004021394
139,4,2.861384603,2.958866742,2.963809681,2.954929898,2.823720197,,2.768414309,2.760930049,0.77663706,4.154180181,0.003639442
140,3,2.816602879,2.912946626,2.917923037,2.910092409,2.779094388,,2.733015629,2.725627067,0.756822852,4.067592779,0.003293768
141,4,2.772827576,2.868052711,2.873060396,2.866248623,2.735477732,,2.698316722,2.691021967,0.737623289,3.98307497,0.002980926
142,3,2.730029303,2.824155153,2.829192006,2.82336971,2.692840633,,2.664298936,2.657096147,0.719015848,3.900568962,0.002697798
143,4,2.688179722,2.781225176,2.786289176,2.78142787,2.651154555,,2.630944246,2.623831629,0.700978959,3.820018864,0.002441561
144,5,2.647251505,2.739235021,2.744324234,2.740396288,2.610391985,,2.598235224,2.591211034,0.683491958,3.741370611,0.002209662
145,4,2.607218289,2.698157912,2.70327048,2.700249097,2.570526385,,2.566155016,2.559217554,0.666535049,3.664571894,0.001999788
146,4,2.568054637,2.657968006,2.663102151,2.660961334,2.53153215,,2.534687322,2.52783493,0.650089255,3.589572091,0.001809849
147,8,2.529736001,2.618640363,2.623794378,2.622508905,2.493384573,,2.503816369,2.497047435,0.634136388,3.51632221,0.001637949
148,1,2.492238681,2.5801509,2.585323149,2.584868548,2.456059804,,2.473526897,2.46683985,0.618659005,3.444774819,0.001482377
149,4,2.455539796,2.542476363,2.547665278,2.5480178,2.419534821,,2.443804135,2.437197442,0.603640376,3.374883996,0.001341581
150,2,2.419617244,2.505594291,2.510798367,2.511934963,2.383787386,,2.414633782,2.408105949,0.589064451,3.306605265,0.001214158
151,2,2.384449678,2.469482983,2.474700778,2.476599075,2.348796024,,2.38600199,2.379551562,0.574915829,3.239895551,0.001098837
152,0,2.350016469,2.434121468,2.439351599,2.441989878,2.314539985,,2.357895348,2.351520904,0.561179727,3.174713122,0.000994469
153,0,2.316297681,2.399489477,2.404730617,2.408087793,2.280999218,,2.330300863,2.324001019,0.547841953,3.111017544,0.000900015
154,0,2.283274042,2.365567413,2.370818291,2.374873889,2.248154343,,2.303205945,2.296979351,0.534888879,3.04876963,0.000814531
155,3,2.25092692,2.332336328,2.337595724,2.342329863,2.215986623,,2.276598395,2.270443733,0.522307413,2.987931401,0.000737167
156,2,2.219238294,2.299777894,2.305044639,2.310438009,2.18447794,,2.250466385,2.24438237,0.510084981,2.928466038,0.000667151
157,4,2.188190734,2.267874381,2.273147354,2.279181201,2.153610772,,2.22479845,2.218783826,0.498209496,2.870337841,0.000603785
158,4,2.157767376,2.236608634,2.241886759,2.248542864,2.123368167,,2.19958347,2.193637014,0.486669344,2.813512191,0.000546438
159,2,2.127951902,2.205964049,2.211246296,2.218506961,2.093733722,,2.17481066,2.168931176,0.475453359,2.757955513,0.000494537
160,3,2.098728515,2.175924555,2.181209935,2.189057963,2.064691564,,2.150469559,2.14465588,0.464550802,2.703635235,0.000447566
161,1,2.070081926,2.146474591,2.151762158,2.160180839,2.036226328,,2.126550015,2.120801001,0.453951346,2.650519759,0.000405056
162,5,2.041997327,2.117599089,2.122887933,2.131861029,2.008323136,,2.103042176,2.097356714,0.443645058,2.598578423,0.000366584
163,4,2.014460381,2.089283453,2.094572705,2.104084434,1.980967584,,2.07993648,2.074313483,0.433622377,2.547781469,0.000331766
164,2,1.987457197,2.061513545,2.066802369,2.076837392,1.954145718,,2.057223643,2.051662049,0.423874107,2.498100014,0.000300255
165,3,1.960974319,2.034275663,2.039563261,2.050106667,1.927844022,,2.03489465,2.029393422,0.41439139,2.44950602,0.000271737
166,2,1.934998706,2.007556532,2.012842136,2.023879428,1.902049399,,2.012940748,2.00749887,0.405165702,2.401972262,0.000245927
167,4,1.909517719,1.98134328,1.986626157,1.998143242,1.876749157,,1.991353431,1.985969914,0.396188833,2.355472307,0.000222569
168,5,1.884519107,1.95562343,1.960902876,1.97288605,1.851930994,,1.970124439,1.964798313,0.387452877,2.30998048,0.000201429
169,2,1.85999099,1.930384885,1.935660226,1.948096162,1.827582984,,1.949245743,1.943976062,0.378950215,2.265471845,0.000182298
170,2,1.83592185,1.905615909,1.9108865,1.923762238,1.803693561,,1.928709542,1.923495379,0.370673508,2.221922177,0.000164983
171,2,1.812300512,1.881305121,1.886570343,1.899873279,1.780251511,,1.908508251,1.903348701,0.362615682,2.179307938,0.000149313
172,5,1.789116138,1.857441477,1.862700739,1.876418612,1.757245955,,1.888634498,1.883528676,0.354769921,2.137606258,0.000135131
173,2,1.766358212,1.834014263,1.839266997,1.85338788,1.734666339,,1.869081114,1.864028153,0.34712965,2.096794911,0.000122296
174,4,1.744016528,1.811013077,1.816258743,1.830771033,1.712502422,,1.849841127,1.844840181,0.339688531,2.056852291,0.000110681
175,2,1.722081181,1.788427827,1.793665903,1.808558312,1.690744265,,1.830907757,1.825957996,0.332440452,2.017757399,0.000100168
176,1,1.700542554,1.766248709,1.771478701,1.786740243,1.66938222,,1.812274405,1.807375018,0.325379515,1.979489817,0.0000907
177,1,1.679391313,1.744466209,1.749687641,1.765307629,1.648406924,,1.793934655,1.789084848,0.318500033,1.942029693,0.000082
178,5,1.65861839,1.723071082,1.728283501,1.744251532,1.627809281,,1.775882258,1.771081256,0.311796514,1.90535772,0.0000743
179,0,1.63821498,1.702054353,1.707257323,1.723563276,1.607580461,,1.758111138,1.753358179,0.305263663,1.869455123,0.0000672
180,3,1.61817253,1.6814073,1.686600406,1.703234426,1.587711886,,1.740615376,1.735909715,0.298896363,1.834303639,0.0000608
181,6,1.598482729,1.661121447,1.666304294,1.68325679,1.568195222,,1.723389211,1.71873012,0.292689677,1.7998855,0.000055
182,0,1.579137504,1.64118856,1.646360768,1.663622406,1.549022375,,1.706427033,1.701813799,0.286638837,1.76618342,0.0000498
183,1,1.560129005,1.621600635,1.626761843,1.644323532,1.530185475,,1.68972338,1.685155304,0.280739239,1.733180581,0.0000451
184,2,1.541449606,1.60234989,1.607499753,1.625352644,1.511676878,,1.673272931,1.668749328,0.274986435,1.700860615,0.0000408
185,1,1.523091889,1.583428761,1.588566949,1.606702426,1.493489149,,1.657070503,1.652590702,0.269376126,1.669207591,0.0000369
186,2,1.505048646,1.564829891,1.569956091,1.588365764,1.475615062,,1.641111045,1.63667439,0.263904161,1.638206004,0.0000334
187,1,1.487312864,1.546546126,1.551660037,1.570335738,1.458047592,,1.625389638,1.620995484,0.258566526,1.60784076,0.0000302
188,0,1.469877724,1.528570507,1.533671845,1.552605616,1.440779904,,1.609901485,1.605549202,0.253359343,1.578097162,0.0000274
189,0,1.452736593,1.510896264,1.515984758,1.53516885,1.423805353,,1.594641913,1.590330884,0.248278861,1.548960903,0.0000248
190,4,1.435883017,1.493516811,1.498592201,1.518019068,1.407117474,,1.579606365,1.575335983,0.243321456,1.520418049,0.0000224
191,1,1.419310717,1.476425738,1.481487779,1.501150069,1.390709976,,1.564790399,1.560560072,0.23848362,1.49245503,0.0000203
192,1,1.403013581,1.459616807,1.464665265,1.484555816,1.374576738,,1.550189684,1.545998829,0.233761962,1.465058629,0.0000184
193,0,1.386985663,1.443083945,1.448118598,1.468230436,1.358711805,,1.535799996,1.531648043,0.229153203,1.438215972,0.0000166
194,0,1.371221172,1.426821242,1.431841879,1.452168206,1.343109377,,1.521617214,1.517503604,0.224654168,1.411914518,0.000015
195,0,1.355714473,1.410822943,1.415829363,1.436363558,1.327763812,,1.507637321,1.503561504,0.220261786,1.386142046,0.0000136
196,0,1.340460077,1.395083441,1.400075456,1.420811068,1.312669615,,1.493856395,1.489817834,0.215973086,1.360886651,0.0000123
197,1,1.325452639,1.37959728,1.384574709,1.405505451,1.297821434,,1.480270612,1.476268779,0.21178519,1.33613673,0.0000111
198,1,1.310686955,1.364359142,1.369321816,1.390441563,1.28321406,,1.466876237,1.462910616,0.207695314,1.311880976,0.0000101
199,0,1.296157953,1.349363849,1.354311606,1.375614388,1.268842417,,1.453669629,1.449739711,0.203700761,1.288108367,0.00000913
200,1,1.281860695,1.334606353,1.339539041,1.361019041,1.254701561,,1.44064723,1.436752518,0.199798921,1.264808162,0.00000826
201,1,1.267790367,1.320081737,1.324999215,1.346650762,1.240786676,,1.427805571,1.423945575,0.195987264,1.241969887,0.00000748
202,0,1.25394228,1.30578521,1.310687342,1.332504911,1.22709307,,1.415141261,1.411315502,0.192263343,1.219583334,0.00000677
203,2,1.240311862,1.291712101,1.29659876,1.318576965,1.213616169,,1.402650992,1.398859,0.188624784,1.197638546,0.00000613
204,1,1.226894658,1.277857856,1.282728923,1.304862514,1.200351515,,1.390331531,1.386572844,0.185069289,1.176125816,0.00000554
205,2,1.213686327,1.264218038,1.269073401,1.291357259,1.187294765,,1.378179724,1.374453889,0.181594629,1.155035679,0.00000502
206,1,1.200682632,1.250788317,1.255627873,1.27805701,1.174441683,,1.366192487,1.362499058,0.178198647,1.134358901,0.00000454
207,4,1.187879446,1.237564475,1.242388125,1.264957676,1.16178814,,1.354366808,1.35070535,0.174879249,1.114086478,0.00000411
208,0,1.175272743,1.224542394,1.229350047,1.252055272,1.149330109,,1.342699746,1.339069829,0.171634408,1.094209625,0.00000372
209,1,1.162858595,1.21171806,1.216509632,1.239345907,1.137063663,,1.331188425,1.327589628,0.168462157,1.074719773,0.00000337
210,1,1.150633173,1.199087557,1.203862968,1.226825786,1.124984974,,1.319830037,1.316261947,0.165360589,1.055608562,0.00000305
211,1,1.13859274,1.186647063,1.191406242,1.214491208,1.113090305,,1.308621835,1.305084046,0.162327854,1.036867834,0.00000276
212,3,1.12673365,1.174392851,1.179135729,1.202338558,1.101376012,,1.297561136,1.294053249,0.159362159,1.01848963,0.0000025
