C1,C2
1274,3
1275,4
1276,2
1277,6
1278,5
1279,9
1280,8
1281,5
1282,7
1283,2
1284,5
1285,3
1286,3
1287,3
1288,4
1289,7
1290,4
1291,5
1292,6
1293,5
1294,4
1295,3
1296,4
1297,3
1298,3
1299,4
1300,7
1301,6
1302,2
1303,2
1304,6
1305,3
1306,2
1307,4
1308,8
1309,9
1310,4
1311,9
1312,3
1313,4
1314,2
1315,6
1316,9
1317,3
1318,2
1319,5
1320,2
1321,2
1322,7
1323,5
1324,5
1325,2
1326,8
1327,6
1328,3
1329,8
1330,2
1331,10
1332,9
1333,6
1334,1
1335,8
1336,6
1337,2
1338,4
1339,6
1340,8
1341,6
1342,6
1343,3
1344,4
1345,5
1346,5
1347,4
1348,6
1349,5
1350,4
1351,1
1352,8
1353,2
1354,3
1355,2
1356,6
1357,3
1358,6
1359,3
1360,3
1361,6
1362,6
1363,5
1364,2
1365,3
1366,2
1367,5
1369,3
1370,5
1371,9
1372,4
1373,4
1374,4
1375,4
1376,5
1377,3
1378,5
1379,5
1380,9
1381,3
1382,6
1383,3
1384,5
1385,7
1386,3
1387,6
1388,1
1389,3
1390,7
1391,5
1392,7
1393,3
1394,4
1395,5
1396,2
1397,4
1398,7
1399,2
1400,3
1401,5
1402,3
1403,2
1404,2
1405,3
1406,4
1407,1
1408,6
1409,4
1410,6
1411,4
1412,2
1413,2
1414,5
1415,4
1416,4
1417,3
1418,2
1419,4
1420,2
1422,6
1423,6
1424,3
1425,3
1426,2
1427,5
1429,2
1430,1
1431,3
1432,5
1433,5
1434,5
1435,6
1437,4
1438,5
1439,5
1440,2
1441,4
1442,6
1443,3
1444,5
1445,2
1446,6
1448,1
1450,2
1451,4
1452,3
1453,4
1454,3
1455,4
1456,3
1457,3
1458,2
1459,4
1460,5
1461,6
1462,5
1463,4
1464,3
1465,2
1466,6
1467,3
1468,2
1469,4
1470,3
1471,6
1472,6
1473,3
1474,2
1475,6
1476,5
1477,5
1478,2
1479,2
1480,1
1481,6
1482,6
1483,2
1484,4
1485,2
1486,7
1487,2
1488,3
1489,6
1490,3
1491,6
1492,4
1493,1
1494,3
1495,3
1496,5
1498,2
1499,7
1500,3
1501,1
1502,3
1503,2
1504,3
1505,5
1506,4
1507,2
1508,3
1509,1
1510,4
1512,3
1513,2
1514,2
1515,1
1516,3
1517,1
1518,3
1519,3
1520,1
1521,6
1522,6
1524,1
1525,2
1526,4
1527,4
1528,1
1529,1
1530,3
1531,2
1532,1
1533,4
1534,2
1535,4
1536,3
1537,3
1538,1
1539,4
1540,1
1541,3
1542,2
1543,2
1544,1
1545,2
1546,1
1547,2
1548,3
1549,5
1550,3
1551,3
1552,4
1553,4
1554,1
1555,5
1556,3
1557,3
1558,1
1559,4
1560,3
1561,3
1562,3
1563,8
1566,3
1567,3
1568,1
1571,2
1572,5
1573,1
1574,2
1575,2
1576,3
1577,2
1578,2
1579,4
1580,2
1581,2
1582,5
1583,1
1584,3
1585,2
1586,4
1587,7
1588,2
1589,3
1590,1
1591,2
1592,3
1593,2
1594,2
1595,2
1597,3
1598,2
1599,2
1600,2
1601,2
1602,2
1603,2
1604,1
1605,4
1606,2
1608,5
1609,2
1610,2
1611,2
1612,2
1613,2
1614,2
1615,2
1616,2
1617,2
1619,2
1620,3
1621,3
1622,3
1623,2
1624,2
1625,1
1626,2
1627,2
1629,4
1630,4
1631,1
1632,2
1633,4
1634,1
1635,3
1636,5
1637,3
1638,2
1639,3
1640,3
1641,5
1642,3
1643,3
1644,2
1645,2
1646,4
1647,3
1648,2
1649,3
1650,2
1651,1
1652,5
1653,1
1654,2
1655,5
1656,5
1657,4
1658,2
1659,2
1660,4
1661,2
1662,5
1663,3
1665,4
1666,2
1667,2
1668,5
1669,4
1670,3
1671,6
1672,1
1673,3
1674,2
1675,3
1676,5
1678,1
1679,2
1680,3
1681,1
1682,1
1683,4
1685,2
1686,1
1688,4
1691,5
1692,1
1693,5
1694,3
1695,1
1696,1
1697,2
1698,3
1699,4
1700,4
1701,3
1702,1
1703,4
1705,2
1706,2
1707,5
1708,1
1709,3
1710,4
1711,1
1712,1
1713,3
1714,3
1715,3
1716,4
1717,1
1718,2
1719,1
1720,3
1721,6
1722,1
1723,1
1724,1
1725,7
1726,3
1727,2
1731,5
1732,1
1733,2
1734,2
1735,4
1736,2
1737,1
1738,4
1739,1
1740,3
1741,2
1742,5
1743,1
1744,4
1745,3
1746,2
1747,3
1748,3
1749,1
1750,5
1751,6
1752,4
1753,5
1754,3
1755,3
1756,1
1757,2
1758,1
1760,1
1761,4
1763,4
1764,1
1765,2
1767,3
1768,3
1769,4
1770,5
1771,2
1772,1
1773,1
1774,6
1775,1
1776,4
1777,1
1778,3
1779,1
1780,1
1781,2
1782,2
1783,1
1784,3
1785,1
1788,5
1789,1
1790,2
1791,2
1793,1
1794,3
1795,2
1796,5
1797,1
1799,5
1801,3
1802,2
1803,2
1805,2
1806,1
1807,1
1808,1
1810,2
1811,1
1812,3
1813,2
1814,3
1815,6
1816,4
1817,2
1818,2
1819,5
1820,1
1821,2
1822,1
1823,3
1825,1
1826,3
1827,5
1828,4
1830,1
1831,2
1832,5
1833,4
1834,3
1835,1
1836,3
1837,2
1838,1
1840,2
1841,3
1842,2
1843,3
1844,2
1845,3
1846,2
1848,1
1849,2
1850,1
1851,2
1852,2
1853,2
1854,3
1855,1
1856,1
1857,2
1858,4
1859,1
1860,8
1861,3
1862,3
1863,2
1864,1
1865,2
1866,3
1867,2
1868,1
1869,2
1870,2
1871,1
1872,3
1873,1
1874,2
1875,1
1878,1
1879,3
1880,2
1881,1
1882,3
1884,1
1885,5
1886,2
1887,1
1888,1
1889,3
1890,2
1892,2
1893,3
1894,3
1895,1
1896,1
1897,1
1898,1
1899,3
1900,3
1902,2
1904,1
1905,1
1906,3
1907,5
1908,1
1909,1
1910,1
1912,1
1913,1
1915,4
1916,2
1917,1
1919,2
1920,1
1921,2
1922,3
1923,3
1924,1
1925,2
1926,3
1927,3
1928,1
1929,1
1930,3
1931,1
1933,2
1934,3
1935,1
1936,2
1937,4
1938,1
1939,1
1941,2
1942,1
1943,5
1944,5
1945,1
1946,1
1947,1
1949,4
1950,2
1951,2
1952,1
1953,2
1954,1
1955,3
1956,1
1957,1
1958,4
1961,2
1962,2
1964,2
1965,2
1966,2
1967,2
1968,1
1969,1
1970,2
1971,1
1973,2
1974,4
1975,2
1976,1
1977,1
1978,2
1980,1
1981,2
1982,1
1985,3
1986,2
1988,2
1990,1
1992,3
1993,2
1994,3
1995,1
1996,2
1998,1
1999,2
2000,1
2002,2
2003,3
2004,1
2005,3
2006,1
2007,2
2008,1
2009,1
2010,2
2011,2
2013,1
2015,4
2016,1
2017,1
2018,1
2019,4
2022,2
2023,1
2024,2
2025,2
2026,2
2027,1
2028,1
2029,2
2030,2
2031,2
2032,2
2034,1
2035,1
2037,2
2039,1
2041,3
2042,3
2043,2
2044,2
2045,5
2048,3
2051,1
2052,1
2053,3
2054,2
2055,3
2056,4
2057,1
2058,1
2059,4
2061,1
2062,1
2063,2
2064,1
2066,1
2067,2
2068,1
2069,1
2071,1
2072,3
2073,2
2074,1
2075,3
2076,1
2080,2
2082,6
2083,3
2084,2
2086,1
2087,1
2088,1
2091,4
2092,2
2093,2
2094,1
2095,1
2097,2
2098,4
2099,1
2100,1
2101,1
2103,1
2104,2
2105,2
2106,1
2107,3
2108,1
2109,1
2112,1
2114,3
2115,1
2116,1
2118,2
2119,1
2121,2
2123,5
2125,1
2126,1
2127,2
2128,1
2129,2
2130,1
2131,2
2133,1
2134,2
2136,2
2137,1
2139,3
2142,1
2144,2
2145,1
2146,4
2148,1
2150,1
2151,1
2153,2
2154,1
2156,1
2157,2
2158,2
2160,1
2162,2
2163,1
2164,1
2165,2
2166,1
2167,1
2168,2
2169,1
2171,2
2172,1
2173,1
2174,2
2179,2
2181,4
2182,1
2184,3
2185,2
2186,2
2187,1
2188,1
2193,1
2194,1
2195,1
2196,2
2197,1
2198,2
2199,3
2200,3
2201,1
2206,2
2208,1
2211,1
2212,2
2214,3
2216,2
2217,1
2218,1
2219,1
2220,5
2222,2
2223,1
2224,1
2225,1
2226,1
2227,1
2228,1
2229,2
2231,1
2236,1
2237,2
2238,1
2240,3
2242,1
2243,1
2245,1
2246,2
2250,1
2252,2
2253,1
2255,2
2256,1
2257,1
2259,1
2260,4
2261,2
2262,2
2263,1
2264,1
2266,2
2268,3
2270,2
2271,1
2272,3
2273,1
2274,2
2275,1
2276,2
2277,2
2278,1
2282,3
2284,3
2285,2
2286,1
2287,2
2288,1
2293,2
2294,3
2298,2
2299,1
2302,1
2303,1
2305,1
2306,1
2312,3
2313,1
2314,1
2315,3
2318,1
2319,1
2325,3
2327,1
2331,2
2332,2
2333,1
2336,3
2337,1
2338,3
2340,1
2344,1
2345,2
2346,1
2352,1
2353,1
2355,2
2356,1
2357,3
2360,1
2361,1
2363,1
2364,1
2368,2
2369,1
2371,1
2372,2
2373,1
2376,2
2378,1
2379,2
2381,1
2382,3
2383,1
2384,2
2385,1
2387,1
2390,1
2391,2
2392,1
2393,2
2395,1
2400,2
2402,1
2404,2
2405,2
2407,2
2410,1
2411,1
2412,1
2414,1
2416,1
2418,1
2419,1
2420,1
2421,1
2422,1
2423,1
2425,2
2427,1
2431,3
2433,2
2437,1
2440,1
2441,1
2443,1
2444,1
2445,1
2446,1
2447,1
2448,2
2449,2
2452,1
2458,2
2459,2
2462,1
2463,1
2467,1
2471,1
2472,2
2483,3
2487,2
2490,1
2492,2
2494,1
2495,1
2498,1
2500,1
2501,1
2503,1
2504,1
2505,2
2508,1
2510,1
2520,1
2522,1
2523,2
2526,2
2528,1
2530,2
2533,1
2535,2
2537,1
2538,2
2539,1
2543,1
2548,1
2550,1
2551,2
2552,1
2553,2
2554,2
2555,2
2558,1
2559,1
2560,1
2562,1
2564,2
2570,1
2572,1
2573,2
2574,1
2576,1
2582,2
2584,2
2586,1
2587,1
2590,2
2594,1
2599,1
2601,2
2602,1
2604,1
2605,1
2606,1
2607,3
2609,2
2610,1
2613,1
2614,3
2620,1
2624,1
2626,2
2630,2
2631,2
2635,1
2636,1
2642,2
2644,1
2647,1
2650,1
2657,3
2658,1
2659,1
2661,1
2662,2
2663,1
2664,1
2666,1
2668,1
2678,1
2679,2
2684,1
2685,1
2686,1
2688,1
2689,2
2691,2
2694,1
2698,2
2699,1
2703,1
2711,1
2714,1
2718,1
2722,1
2729,1
2730,1
2731,2
2732,1
2736,1
2739,1
2745,1
2748,1
2751,1
2753,1
2756,1
2760,2
2763,1
2765,3
2766,1
2767,1
2774,1
2777,2
2789,1
2791,2
2801,2
2805,1
2806,2
2807,2
2808,1
2810,1
2813,2
2814,1
2817,1
2818,1
2820,1
2821,1
2827,1
2832,1
2834,1
2835,2
2838,1
2843,1
2845,1
2847,1
2848,1
2852,1
2858,1
2859,1
2865,1
2868,3
2869,1
2870,2
2872,1
2876,1
2877,1
2878,2
2891,2
2892,1
2893,1
2895,2
2898,1
2899,1
2900,1
2903,1
2904,1
2905,1
2910,1
2919,2
2920,2
2921,1
2922,1
2933,1
2942,1
2946,1
2953,1
2964,1
2969,1
2975,1
2980,2
2981,1
2993,1
3003,2
3004,2
3005,2
3006,4
3010,1
3011,1
3012,1
3015,1
3020,1
3023,1
3026,1
3027,1
3028,1
3034,1
3035,1
3037,1
3041,1
3042,1
3044,2
3045,1
3047,1
3049,1
3054,1
3055,1
3056,1
3057,1
3058,1
3059,1
3060,1
3061,1
3065,1
3067,1
3073,1
3075,2
3078,1
3081,1
3088,1
3092,1
3093,1
3097,1
3101,1
3103,2
3107,1
3108,1
3112,1
3114,1
3116,2
3120,1
3124,1
3125,1
3127,2
3130,1
3133,1
3134,1
3138,1
3139,1
3143,1
3146,1
3148,1
3153,2
3154,1
3157,2
3161,1
3168,1
3172,1
3174,1
3176,2
3186,1
3188,1
3190,1
3200,2
3201,1
3217,1
3219,1
3231,1
3233,1
3236,1
3238,1
3242,2
3245,1
3246,1
3253,1
3255,1
3260,1
3266,1
3269,1
3270,2
3273,1
3278,1
3282,3
3286,1
3288,1
3298,1
3301,1
3305,1
3307,1
3308,1
3309,1
3311,1
3312,1
3314,1
3315,2
3318,1
3327,1
3335,1
3341,1
3342,1
3343,1
3345,1
3354,1
3355,1
3368,1
3369,1
3370,1
3375,1
3386,1
3387,1
3391,1
3400,1
3404,1
3409,1
3414,1
3416,1
3419,1
3420,3
3421,1
3439,1
3451,1
3467,1
3472,1
3476,1
3478,1
3479,1
3489,2
3491,1
3508,1
3512,1
3516,1
3520,1
3521,1
3523,1
3531,1
3534,1
3549,1
3559,1
3589,1
3599,1
3606,1
3609,1
3616,1
3621,2
3623,1
3624,1
3631,1
3651,1
3670,1
3691,1
3698,1
3703,1
3715,1
3721,1
3726,1
3732,1
3733,1
3743,1
3752,1
3757,1
3759,1
3762,1
3775,1
3784,1
3790,1
3791,1
3808,1
3817,1
3874,1
3888,1
3905,1
3913,1
3928,1
3929,1
3940,1
3947,1
3958,1
3967,1
3986,1
3998,1
4011,1
4027,1
4028,1
4085,1
4090,1
4098,1
4176,1
4178,1
4186,1
4245,1
4270,1
4278,1
4328,1
4344,1
4354,1
4383,1
4458,1
4485,1
4586,1
4678,1
4802,1
4818,1
4819,1
4837,1
4885,1
4979,1
5271,1
5375,1
5391,1
5419,1
