C1,C2
2824,1
2830,2
2833,3
2836,1
2841,1
2842,1
2852,1
2854,1
2856,1
2867,1
2868,1
2874,1
2876,1
2878,1
2879,2
2890,1
2892,1
2896,1
2904,1
2907,1
2908,1
2912,2
2913,1
2924,1
2930,2
2935,1
2937,1
2940,1
2957,1
2962,1
2966,1
2972,2
2975,1
2980,1
2981,2
2984,2
2988,1
2997,1
2998,1
2999,1
3000,1
3001,2
3008,1
3022,1
3023,1
3025,1
3035,2
3037,1
3039,1
3048,1
3060,1
3061,1
3071,1
3109,1
3110,1
3111,2
3112,1
3114,1
3123,1
3124,1
3126,1
3130,1
3140,2
3146,1
3149,1
3153,1
3168,1
3179,1
3181,1
3186,1
3191,1
3194,1
3195,1
3205,2
3209,1
3211,2
3213,1
3223,2
3224,1
3237,2
3238,1
3245,1
3257,1
3264,1
3268,1
3269,1
3275,1
3288,1
3289,1
3290,1
3294,1
3295,1
3325,1
3348,1
3350,1
3351,1
3352,1
3374,1
3378,1
3383,1
3395,1
3399,1
3410,1
3414,2
3416,1
3437,1
3443,1
3448,1
3449,1
3458,1
3465,1
3469,1
3474,1
3486,1
3493,1
3495,1
3510,1
3514,1
3521,1
3534,1
3539,1
3541,1
3544,1
3560,1
3564,1
3571,1
3585,2
3588,1
3589,1
3594,1
3604,1
3610,2
3611,1
3619,1
3622,1
3628,1
3640,1
3647,1
3652,1
3653,1
3657,1
3674,1
3711,1
3736,1
3749,1
3756,1
3761,1
3763,1
3767,2
3780,1
3789,2
3791,1
3800,1
3818,1
3824,1
3826,1
3834,1
3835,1
3837,2
3845,1
3848,1
3863,1
3864,1
3869,1
3888,1
3891,1
3903,1
3923,1
3935,1
3938,1
3957,1
3970,2
3978,1
3979,1
3988,1
3989,1
3998,1
4006,1
4010,1
4016,1
4027,1
4041,2
4043,1
4056,1
4071,2
4073,1
4075,1
4078,1
4095,1
4116,1
4121,1
4124,1
4129,1
4137,1
4141,1
4148,1
4151,1
4177,1
4183,1
4186,1
4197,1
4210,1
4226,1
4244,1
4246,1
4248,1
4265,1
4276,1
4295,1
4300,1
4315,1
4328,1
4333,1
4337,1
4356,1
4377,2
4403,1
4438,1
4474,1
4475,1
4486,1
4497,1
4502,1
4518,1
4531,1
4550,1
4554,2
4565,1
4569,1
4577,1
4612,1
4614,1
4623,1
4624,1
4625,1
4630,1
4638,1
4640,1
4658,1
4663,1
4671,1
4672,1
4695,1
4727,1
4748,1
4752,1
4770,1
4793,1
4794,1
4796,1
4813,1
4844,1
4854,1
4864,1
4866,1
4908,1
4913,1
4939,1
4940,1
4945,1
4958,1
4961,1
4970,1
4974,1
4976,1
4980,1
5011,1
5019,1
5020,1
5037,1
5039,1
5040,1
5055,1
5063,1
5066,1
5070,1
5074,1
5115,1
5136,1
5163,1
5188,1
5198,1
5234,1
5236,1
5245,1
5266,1
5284,1
5302,1
5321,1
5336,1
5337,1
5382,1
5429,1
5433,1
5453,1
5466,1
5491,1
5493,1
5494,1
5541,1
5593,1
5602,1
5607,1
5662,1
5673,1
5675,1
5688,1
5705,1
5723,1
5741,1
5748,1
5812,1
5851,1
5860,1
5868,1
5875,1
5881,1
5882,2
5887,1
5896,1
5903,1
5910,1
5945,1
5988,1
6025,1
6033,1
6063,1
6079,1
6081,1
6085,1
6097,1
6107,1
6114,1
6162,1
6166,1
6250,1
6253,2
6277,1
6363,1
6364,1
6502,1
6536,1
6551,1
6574,1
6594,1
6626,1
6656,1
6673,1
6679,1
6713,1
6734,1
6746,2
6778,1
6855,1
6906,1
6931,1
6957,1
6981,1
6995,2
7099,1
7131,1
7167,1
7191,1
7199,1
7207,1
7215,1
7338,1
7411,1
7447,1
7516,1
7544,1
7597,1
7626,1
7684,1
7704,1
7724,1
7786,1
7812,1
7817,1
7866,1
7891,1
7954,1
7960,1
8084,1
8097,1
8134,1
8154,1
8201,1
8202,1
8208,1
8286,1
8303,1
8386,1
8517,1
8565,1
8571,1
8774,1
8806,1
8826,1
8834,1
8836,1
8911,1
8949,1
9015,1
9113,1
9150,1
9207,1
9298,1
9377,1
9379,1
9380,1
9387,1
9402,1
9420,1
9440,1
9644,1
9707,1
9748,1
9864,1
9894,1
9895,1
9961,1
9993,1
10039,1
10088,1
10332,1
10358,1
10416,1
10528,1
10713,1
10721,1
10736,1
10855,1
10999,1
11090,1
11104,1
11110,1
11120,1
11268,1
11402,1
11445,1
11466,1
11516,1
11614,1
11638,1
11825,1
12189,1
12257,1
12455,1
12462,1
12636,1
12835,1
12847,1
12948,1
13171,1
13246,1
13321,1
13584,1
13765,1
13806,1
13863,1
14076,1
14089,1
14188,1
14380,1
14558,1
14921,1
15106,1
15672,1
15920,1
16070,1
16297,1
16304,1
16518,1
16628,1
17025,1
17086,1
17686,1
18113,1
18254,1
18463,1
19987,1
20007,1
20029,1
20154,1
20443,1
20904,1
21727,1
22065,1
22532,1
23090,1
23190,1
24012,1
24383,1
25110,1
25376,1
26003,1
27562,1
30904,1
35314,1
35972,1
36732,1
37266,1
39996,1
41229,1
41315,1
41323,1
41352,1
42002,1
42025,1
44023,1
45323,1
45428,1
47089,1
52581,1
57275,1
61533,1
70061,1
89014,1
238040,1
